region,fr_wind_twh,fr_solar_twh,fr_ws_twh,fr_ws_union_twh,region_wind_twh,region_solar_twh,region_ws_twh,region_ws_union_twh,sB_full_year_share,sC_union_hours_share,union_hours_hours_per_year
Hauts-de-France,46.811781,24.5036945,71.3154755,35.9667365,12.511794,0.6255205,13.1373145,7.272373,0.18421407706942936,0.20219718850499543,2728.0
