type,start_dt_key,end_dt_key,start_dt_local,end_dt_local,n_points,duration_hours,unique_days_count
W1,2024-03-15T22:00:00+01:00,2024-03-16T04:00:00+01:00,2024-03-15 22:00:00,2024-03-16 04:00:00,13,6.5,2
W1,2024-03-23T00:30:00+01:00,2024-03-24T17:30:00+01:00,2024-03-23 00:30:00,2024-03-24 17:30:00,83,41.5,2
W1,2024-03-25T22:00:00+01:00,2024-03-26T01:30:00+01:00,2024-03-25 22:00:00,2024-03-26 01:30:00,8,4.0,2
W1,2024-03-26T22:00:00+01:00,2024-03-27T00:00:00+01:00,2024-03-26 22:00:00,2024-03-27 00:00:00,5,2.5,2
W1,2024-03-27T22:00:00+01:00,2024-03-28T05:30:00+01:00,2024-03-27 22:00:00,2024-03-28 05:30:00,16,8.0,2
W1,2024-03-28T22:00:00+01:00,2024-03-29T05:30:00+01:00,2024-03-28 22:00:00,2024-03-29 05:30:00,16,8.0,2
W1,2024-03-30T22:00:00+01:00,2024-03-31T01:30:00+01:00,2024-03-30 22:00:00,2024-03-31 01:30:00,8,4.0,2
W1,2024-03-31T03:00:00+02:00,2024-03-31T04:00:00+02:00,2024-03-31 03:00:00,2024-03-31 04:00:00,3,1.5,1
W1,2024-03-31T12:30:00+02:00,2024-03-31T19:00:00+02:00,2024-03-31 12:30:00,2024-03-31 19:00:00,14,7.0,1
W1,2024-04-01T22:00:00+02:00,2024-04-02T05:30:00+02:00,2024-04-01 22:00:00,2024-04-02 05:30:00,16,8.0,2
W1,2024-04-02T22:00:00+02:00,2024-04-03T05:30:00+02:00,2024-04-02 22:00:00,2024-04-03 05:30:00,16,8.0,2
W1,2024-04-03T22:00:00+02:00,2024-04-04T05:30:00+02:00,2024-04-03 22:00:00,2024-04-04 05:30:00,16,8.0,2
W1,2024-04-04T22:30:00+02:00,2024-04-05T05:30:00+02:00,2024-04-04 22:30:00,2024-04-05 05:30:00,15,7.5,2
W1,2024-04-05T22:00:00+02:00,2024-04-06T13:00:00+02:00,2024-04-05 22:00:00,2024-04-06 13:00:00,31,15.5,2
W1,2024-04-06T18:30:00+02:00,2024-04-07T06:00:00+02:00,2024-04-06 18:30:00,2024-04-07 06:00:00,24,12.0,2
W1,2024-04-07T07:00:00+02:00,2024-04-07T08:30:00+02:00,2024-04-07 07:00:00,2024-04-07 08:30:00,4,2.0,1
W1,2024-04-08T22:00:00+02:00,2024-04-09T05:30:00+02:00,2024-04-08 22:00:00,2024-04-09 05:30:00,16,8.0,2
W1,2024-04-09T22:00:00+02:00,2024-04-10T01:30:00+02:00,2024-04-09 22:00:00,2024-04-10 01:30:00,8,4.0,2
W1,2024-04-15T22:00:00+02:00,2024-04-16T05:30:00+02:00,2024-04-15 22:00:00,2024-04-16 05:30:00,16,8.0,2
W1,2024-04-16T22:00:00+02:00,2024-04-16T22:00:00+02:00,2024-04-16 22:00:00,2024-04-16 22:00:00,1,0.5,1
W1,2024-04-19T04:00:00+02:00,2024-04-19T05:30:00+02:00,2024-04-19 04:00:00,2024-04-19 05:30:00,4,2.0,1
W1,2024-04-19T22:00:00+02:00,2024-04-19T23:30:00+02:00,2024-04-19 22:00:00,2024-04-19 23:30:00,4,2.0,1
W1,2024-04-20T18:30:00+02:00,2024-04-20T19:00:00+02:00,2024-04-20 18:30:00,2024-04-20 19:00:00,2,1.0,1
W1,2024-04-21T10:30:00+02:00,2024-04-21T10:30:00+02:00,2024-04-21 10:30:00,2024-04-21 10:30:00,1,0.5,1
W1,2024-04-21T18:30:00+02:00,2024-04-22T03:00:00+02:00,2024-04-21 18:30:00,2024-04-22 03:00:00,18,9.0,2
W1,2024-04-27T14:00:00+02:00,2024-04-27T17:30:00+02:00,2024-04-27 14:00:00,2024-04-27 17:30:00,8,4.0,1
W1,2024-04-27T21:00:00+02:00,2024-04-28T08:00:00+02:00,2024-04-27 21:00:00,2024-04-28 08:00:00,23,11.5,2
W1,2024-05-02T22:00:00+02:00,2024-05-03T05:30:00+02:00,2024-05-02 22:00:00,2024-05-03 05:30:00,16,8.0,2
W1,2024-05-14T02:30:00+02:00,2024-05-14T05:30:00+02:00,2024-05-14 02:30:00,2024-05-14 05:30:00,7,3.5,1
W1,2024-05-29T00:00:00+02:00,2024-05-29T02:30:00+02:00,2024-05-29 00:00:00,2024-05-29 02:30:00,6,3.0,1
W1,2024-06-01T18:30:00+02:00,2024-06-01T21:00:00+02:00,2024-06-01 18:30:00,2024-06-01 21:00:00,6,3.0,1
W1,2024-06-14T22:00:00+02:00,2024-06-15T17:00:00+02:00,2024-06-14 22:00:00,2024-06-15 17:00:00,39,19.5,2
W1,2024-06-15T18:30:00+02:00,2024-06-16T07:30:00+02:00,2024-06-15 18:30:00,2024-06-16 07:30:00,27,13.5,2
W1,2024-07-06T03:30:00+02:00,2024-07-06T10:00:00+02:00,2024-07-06 03:30:00,2024-07-06 10:00:00,14,7.0,1
W1,2024-07-06T19:30:00+02:00,2024-07-06T21:00:00+02:00,2024-07-06 19:30:00,2024-07-06 21:00:00,4,2.0,1
W1,2024-07-15T23:00:00+02:00,2024-07-16T05:30:00+02:00,2024-07-15 23:00:00,2024-07-16 05:30:00,14,7.0,2
W1,2024-08-11T23:30:00+02:00,2024-08-12T00:30:00+02:00,2024-08-11 23:30:00,2024-08-12 00:30:00,3,1.5,2
W1,2024-08-20T22:00:00+02:00,2024-08-20T22:00:00+02:00,2024-08-20 22:00:00,2024-08-20 22:00:00,1,0.5,1
W1,2024-08-22T23:30:00+02:00,2024-08-23T05:30:00+02:00,2024-08-22 23:30:00,2024-08-23 05:30:00,13,6.5,2
W1,2024-08-24T07:30:00+02:00,2024-08-24T10:30:00+02:00,2024-08-24 07:30:00,2024-08-24 10:30:00,7,3.5,1
W1,2024-08-24T17:30:00+02:00,2024-08-25T01:00:00+02:00,2024-08-24 17:30:00,2024-08-25 01:00:00,16,8.0,2
W1,2024-09-08T12:30:00+02:00,2024-09-09T05:30:00+02:00,2024-09-08 12:30:00,2024-09-09 05:30:00,35,17.5,2
W1,2024-09-10T22:00:00+02:00,2024-09-11T05:30:00+02:00,2024-09-10 22:00:00,2024-09-11 05:30:00,16,8.0,2
W1,2024-09-16T22:00:00+02:00,2024-09-17T05:30:00+02:00,2024-09-16 22:00:00,2024-09-17 05:30:00,16,8.0,2
W1,2024-09-17T22:00:00+02:00,2024-09-18T05:30:00+02:00,2024-09-17 22:00:00,2024-09-18 05:30:00,16,8.0,2
W1,2024-09-18T22:00:00+02:00,2024-09-19T05:30:00+02:00,2024-09-18 22:00:00,2024-09-19 05:30:00,16,8.0,2
W1,2024-09-19T22:00:00+02:00,2024-09-20T00:30:00+02:00,2024-09-19 22:00:00,2024-09-20 00:30:00,6,3.0,2
W1,2024-09-25T22:00:00+02:00,2024-09-26T05:30:00+02:00,2024-09-25 22:00:00,2024-09-26 05:30:00,16,8.0,2
W1,2024-09-26T22:00:00+02:00,2024-09-27T05:30:00+02:00,2024-09-26 22:00:00,2024-09-27 05:30:00,16,8.0,2
W1,2024-09-27T22:00:00+02:00,2024-09-28T01:30:00+02:00,2024-09-27 22:00:00,2024-09-28 01:30:00,8,4.0,2
W1,2024-09-29T18:30:00+02:00,2024-09-30T05:30:00+02:00,2024-09-29 18:30:00,2024-09-30 05:30:00,23,11.5,2
W1,2024-09-30T22:00:00+02:00,2024-10-01T05:30:00+02:00,2024-09-30 22:00:00,2024-10-01 05:30:00,16,8.0,2
W1,2024-10-05T21:00:00+02:00,2024-10-06T06:30:00+02:00,2024-10-05 21:00:00,2024-10-06 06:30:00,20,10.0,2
W1,2024-10-06T15:30:00+02:00,2024-10-06T19:00:00+02:00,2024-10-06 15:30:00,2024-10-06 19:00:00,8,4.0,1
W1,2024-10-06T20:00:00+02:00,2024-10-07T02:30:00+02:00,2024-10-06 20:00:00,2024-10-07 02:30:00,14,7.0,2
W1,2024-10-07T22:00:00+02:00,2024-10-08T05:30:00+02:00,2024-10-07 22:00:00,2024-10-08 05:30:00,16,8.0,2
W1,2024-10-08T22:00:00+02:00,2024-10-09T05:30:00+02:00,2024-10-08 22:00:00,2024-10-09 05:30:00,16,8.0,2
W1,2024-10-09T22:00:00+02:00,2024-10-10T04:00:00+02:00,2024-10-09 22:00:00,2024-10-10 04:00:00,13,6.5,2
W1,2024-10-12T21:30:00+02:00,2024-10-13T00:30:00+02:00,2024-10-12 21:30:00,2024-10-13 00:30:00,7,3.5,2
W1,2024-10-15T22:00:00+02:00,2024-10-16T05:30:00+02:00,2024-10-15 22:00:00,2024-10-16 05:30:00,16,8.0,2
W1,2024-10-16T22:00:00+02:00,2024-10-17T04:30:00+02:00,2024-10-16 22:00:00,2024-10-17 04:30:00,14,7.0,2
W1,2024-10-20T08:30:00+02:00,2024-10-20T13:00:00+02:00,2024-10-20 08:30:00,2024-10-20 13:00:00,10,5.0,1
W1,2024-10-20T15:30:00+02:00,2024-10-21T00:30:00+02:00,2024-10-20 15:30:00,2024-10-21 00:30:00,19,9.5,2
W1,2024-10-24T22:00:00+02:00,2024-10-25T01:30:00+02:00,2024-10-24 22:00:00,2024-10-25 01:30:00,8,4.0,2
W1,2024-11-11T22:00:00+01:00,2024-11-12T05:30:00+01:00,2024-11-11 22:00:00,2024-11-12 05:30:00,16,8.0,2
W1,2024-11-12T22:00:00+01:00,2024-11-13T00:30:00+01:00,2024-11-12 22:00:00,2024-11-13 00:30:00,6,3.0,2
W1,2024-11-17T22:00:00+01:00,2024-11-18T05:30:00+01:00,2024-11-17 22:00:00,2024-11-18 05:30:00,16,8.0,2
W1,2024-11-18T22:00:00+01:00,2024-11-19T05:30:00+01:00,2024-11-18 22:00:00,2024-11-19 05:30:00,16,8.0,2
W1,2024-11-19T22:00:00+01:00,2024-11-20T04:00:00+01:00,2024-11-19 22:00:00,2024-11-20 04:00:00,13,6.5,2
W1,2024-11-22T05:00:00+01:00,2024-11-22T05:30:00+01:00,2024-11-22 05:00:00,2024-11-22 05:30:00,2,1.0,1
W1,2024-11-22T22:00:00+01:00,2024-11-25T05:30:00+01:00,2024-11-22 22:00:00,2024-11-25 05:30:00,112,56.0,4
W1,2024-11-27T00:00:00+01:00,2024-11-27T05:30:00+01:00,2024-11-27 00:00:00,2024-11-27 05:30:00,12,6.0,1
W1,2024-11-29T22:00:00+01:00,2024-11-29T22:30:00+01:00,2024-11-29 22:00:00,2024-11-29 22:30:00,2,1.0,1
W1,2024-12-01T20:00:00+01:00,2024-12-01T20:00:00+01:00,2024-12-01 20:00:00,2024-12-01 20:00:00,1,0.5,1
W1,2024-12-01T21:00:00+01:00,2024-12-02T01:30:00+01:00,2024-12-01 21:00:00,2024-12-02 01:30:00,10,5.0,2
W1,2024-12-02T22:00:00+01:00,2024-12-02T22:00:00+01:00,2024-12-02 22:00:00,2024-12-02 22:00:00,1,0.5,1
W1,2024-12-05T01:00:00+01:00,2024-12-05T05:30:00+01:00,2024-12-05 01:00:00,2024-12-05 05:30:00,10,5.0,1
W1,2024-12-05T22:00:00+01:00,2024-12-06T05:30:00+01:00,2024-12-05 22:00:00,2024-12-06 05:30:00,16,8.0,2
W1,2024-12-06T22:00:00+01:00,2024-12-09T05:30:00+01:00,2024-12-06 22:00:00,2024-12-09 05:30:00,112,56.0,4
W1,2024-12-09T22:00:00+01:00,2024-12-10T05:30:00+01:00,2024-12-09 22:00:00,2024-12-10 05:30:00,16,8.0,2
W1,2024-12-15T16:00:00+01:00,2024-12-16T04:00:00+01:00,2024-12-15 16:00:00,2024-12-16 04:00:00,25,12.5,2
W1,2024-12-17T22:00:00+01:00,2024-12-18T05:30:00+01:00,2024-12-17 22:00:00,2024-12-18 05:30:00,16,8.0,2
W1,2024-12-18T22:00:00+01:00,2024-12-19T05:30:00+01:00,2024-12-18 22:00:00,2024-12-19 05:30:00,16,8.0,2
W1,2024-12-19T22:00:00+01:00,2024-12-20T04:30:00+01:00,2024-12-19 22:00:00,2024-12-20 04:30:00,14,7.0,2
W1,2024-12-20T22:00:00+01:00,2024-12-21T06:30:00+01:00,2024-12-20 22:00:00,2024-12-21 06:30:00,18,9.0,2
W1,2024-12-21T07:30:00+01:00,2024-12-23T05:30:00+01:00,2024-12-21 07:30:00,2024-12-23 05:30:00,93,46.5,3
W1,2024-12-31T22:00:00+01:00,2024-12-31T23:30:00+01:00,2024-12-31 22:00:00,2024-12-31 23:30:00,4,2.0,1
