dt,absorb_need_mw_region,absorb_need_mw,heat_demand_mw_th,h2_price_eur_per_kg,P_curt_use_mw,Unused_curt_mw,P_batt_ch_mw,P_batt_dis_mw,SOC_batt_mwh,P_p2h_mw,Q_th_dis_mw_th,Slack_unmet_th_mw_th,SOC_th_mwh_th,P_el_mw,y_el_on,y_el_start,y_el_stop,H2_prod_kg,H2_sale_kg,SOC_h2_kg,P_pb_deficit_mw,P_pb_surplus_mw
2024-01-01 00:00:00+01:00,1011.6684983556764,10.116684983556764,0.0,9.748069,10.116684983556764,0.0,0.11668498355676338,0.0,3.0554253671894624,5.0,0.0,0.0,2.45,5.0,1,1,0,50.0,0.0,50.0,0.0,0.0
2024-01-01 00:30:00+01:00,914.0374688844518,9.140374688844517,0.0,9.748069,9.140374688844517,0.0,0.0,0.0,3.0554253671894624,4.140374688844517,0.0,0.0,4.4787835975338135,5.0,1,0,0,50.0,0.0,100.0,0.0,0.0
2024-01-01 01:00:00+01:00,987.4504062995652,9.874504062995653,0.0,9.748069,9.874504062995653,0.0,0.0,0.0,3.055425367189463,4.874504062995653,0.0,0.0,6.8672905884016835,5.0,1,0,0,50.0,0.0,150.0,0.0,0.0
2024-01-01 01:30:00+01:00,943.4715563314712,9.434715563314713,0.0,9.748069,9.434715563314713,0.0,0.0,0.0,3.055425367189463,4.434715563314713,0.0,0.0,9.040301214425893,5.0,1,0,0,50.0,0.0,200.0,0.0,0.0
2024-01-01 02:00:00+01:00,923.6282975619844,9.236282975619844,0.0,9.197909,9.236282975619844,0.0,1.6522549634994539,0.0,3.8402464748517033,2.58402801212039,0.0,0.0,10.306474940364884,5.0,1,0,0,50.0,0.0,250.0,0.0,0.0
2024-01-01 02:30:00+01:00,969.7386507771072,9.697386507771071,0.0,9.197909,9.697386507771071,0.0,3.0,0.0,5.265246474851703,1.6973865077710713,0.0,0.0,11.138194329172709,5.0,1,0,0,50.0,0.0,300.0,0.0,0.0
2024-01-01 03:00:00+01:00,591.5270579259571,5.9152705792595714,0.0,9.545269,5.9152705792595714,0.0,0.9152705792595714,0.0,5.7,0.0,0.0,0.0,11.138194329172709,5.0,1,0,0,50.0,0.0,350.0,0.0,0.0
2024-01-01 03:30:00+01:00,331.899147199368,3.3189914719936797,0.0,9.545269,3.3189914719936797,0.0,0.0,1.6810085280063203,4.815258669470357,0.0,4.9,0.0,8.68819432917271,5.0,1,0,0,50.0,0.0,400.0,0.0,0.0
2024-01-01 04:00:00+01:00,258.24154967826126,2.5824154967826125,0.0,7.716949,2.5824154967826125,0.0,0.0,2.4175845032173875,3.5428457730401526,0.0,4.9,0.0,6.2381943291727096,5.0,1,0,0,50.0,0.0,450.0,0.0,0.0
2024-01-01 04:30:00+01:00,313.94585135124254,3.1394585135124253,0.0,7.716949,3.1394585135124253,0.0,0.0,1.8605414864875747,2.563613411730903,0.0,0.0,0.0,6.2381943291727096,5.0,1,0,0,50.0,0.0,500.0,0.0,0.0
2024-01-01 05:00:00+01:00,308.3647030053141,3.083647030053141,0.0,7.075789,3.083647030053141,0.0,0.0,0.4163529699468591,2.3444802696536087,0.0,0.0,0.0,6.2381943291727096,3.5,1,0,0,35.0,0.0,535.0,0.0,0.0
