dt,in_union,export_mw,wind_mw,solar_mw,conso_mw,vre_mw,cap_mw_min_export_vre,weight_export_sq,absorb_need_mw_region,export_after_mw
2024-01-01 00:00:00+01:00,1,3820.0,5445.0,0.0,5497.0,5445.0,3820.0,14592400.0,1011.6684983556765,2808.3315016443235
2024-01-01 00:30:00+01:00,1,3631.0,5459.0,0.0,5416.0,5459.0,3631.0,13184161.0,914.0374688844518,2716.9625311155482
2024-01-01 01:00:00+01:00,1,3774.0,5418.0,0.0,5255.0,5418.0,3774.0,14243076.0,987.4504062995653,2786.549593700435
2024-01-01 01:30:00+01:00,1,3689.0,5388.0,0.0,5315.0,5388.0,3689.0,13608721.0,943.4715563314712,2745.528443668529
2024-01-01 02:00:00+01:00,1,3650.0,5368.0,0.0,5301.0,5368.0,3650.0,13322500.0,923.6282975619843,2726.3717024380157
2024-01-01 02:30:00+01:00,1,3740.0,5274.0,0.0,5196.0,5274.0,3740.0,13987600.0,969.7386507771073,2770.261349222893
2024-01-01 03:00:00+01:00,1,2921.0,4223.0,0.0,4978.0,4223.0,2921.0,8532241.0,591.5270579259571,2329.4729420740427
2024-01-01 03:30:00+01:00,1,2188.0,3305.0,0.0,4761.0,3305.0,2188.0,4787344.0,331.899147199368,1856.100852800632
2024-01-01 04:00:00+01:00,1,1930.0,3201.0,0.0,4863.0,3201.0,1930.0,3724900.0,258.24154967826126,1671.7584503217388
2024-01-01 04:30:00+01:00,1,2128.0,3160.0,0.0,4681.0,3160.0,2128.0,4528384.0,313.94585135124254,1814.0541486487575
2024-01-01 05:00:00+01:00,1,2109.0,3151.0,0.0,4633.0,3151.0,2109.0,4447881.0,308.3647030053141,1800.6352969946859
2024-01-01 05:30:00+01:00,1,2133.0,3186.0,0.0,4667.0,3186.0,2133.0,4549689.0,315.4228940143732,1817.5771059856268
2024-01-01 06:00:00+01:00,1,2098.0,3084.0,0.0,4597.0,3084.0,2098.0,4401604.0,305.156390246727,1792.843609753273
2024-01-01 06:30:00+01:00,1,1934.0,3061.0,0.0,4812.0,3061.0,1934.0,3740356.0,259.3130902274914,1674.6869097725087
2024-01-01 07:00:00+01:00,1,1849.0,2996.0,0.0,4845.0,2996.0,1849.0,3418801.0,237.020179946197,1611.979820053803
2024-01-01 07:30:00+01:00,1,1702.0,2976.0,0.0,4808.0,2976.0,1702.0,2896804.0,200.8309361524298,1501.1690638475702
2024-01-01 08:00:00+01:00,1,1603.0,2905.0,0.0,4815.0,2905.0,1603.0,2569609.0,178.14701340363692,1424.852986596363
2024-01-01 08:30:00+01:00,1,2981.0,4417.0,0.0,4859.0,4417.0,2981.0,8886361.0,616.0776492363455,2364.9223507636543
2024-01-01 09:00:00+01:00,1,2834.0,4414.0,0.0,5055.0,4414.0,2834.0,8031556.0,556.8153420944824,2277.1846579055177
2024-01-01 09:30:00+01:00,1,2975.0,4228.0,8.0,4789.0,4236.0,2975.0,8850625.0,613.6001276869611,2361.399872313039
2024-01-01 10:00:00+01:00,1,2883.0,4111.0,24.0,4830.0,4135.0,2883.0,8311689.0,576.2365292501161,2306.7634707498837
2024-01-01 10:30:00+01:00,1,2627.0,4081.0,38.0,4941.0,4119.0,2627.0,6901129.0,478.44458844253256,2148.5554115574673
2024-01-01 11:00:00+01:00,1,2164.0,3968.0,47.0,5361.0,4015.0,2164.0,4682896.0,324.6579290778627,1839.3420709221373
2024-01-01 11:30:00+01:00,1,2252.0,3878.0,59.0,5097.0,3937.0,2252.0,5071504.0,351.59952002993384,1900.400479970066
2024-01-01 12:00:00+01:00,1,2337.0,3925.0,70.0,5161.0,3995.0,2337.0,5461569.0,378.6421225361088,1958.3578774638913
2024-01-01 12:30:00+01:00,1,1996.0,3749.0,76.0,5318.0,3825.0,1996.0,3984016.0,276.2056607648495,1719.7943392351506
2024-01-01 13:00:00+01:00,1,1791.0,3530.0,72.0,5314.0,3602.0,1791.0,3207681.0,222.38355722664093,1568.616442773359
2024-01-01 13:30:00+01:00,1,1875.0,3453.0,71.0,5184.0,3524.0,1875.0,3515625.0,243.7328379520624,1631.2671620479375
2024-01-01 14:00:00+01:00,1,1653.0,3192.0,58.0,5095.0,3250.0,1653.0,2732409.0,189.43368533781526,1463.5663146621848
2024-01-01 14:30:00+01:00,1,1234.0,2835.0,52.0,5219.0,2887.0,1234.0,1522756.0,105.57031577273762,1128.4296842272624
2024-01-01 15:00:00+01:00,1,731.0,2449.0,39.0,5273.0,2488.0,731.0,534361.0,37.0464207703899,693.9535792296101
2024-01-01 15:30:00+01:00,1,704.0,2112.0,22.0,5031.0,2134.0,704.0,495616.0,34.36028990988782,669.6397100901122
2024-01-01 16:00:00+01:00,1,435.0,2017.0,14.0,5121.0,2031.0,435.0,189225.0,13.118676269931806,421.8813237300682
2024-01-01 16:30:00+01:00,1,642.0,1901.0,5.0,4969.0,1906.0,642.0,412164.0,28.574691959942786,613.4253080400572
2024-01-01 17:00:00+01:00,1,1621.0,2056.0,0.0,4723.0,2056.0,1621.0,2627641.0,182.1702821117711,1438.829717888229
2024-01-01 17:30:00+01:00,1,2118.0,2457.0,0.0,5166.0,2457.0,2118.0,4485924.0,311.0021652927339,1806.997834707266
2024-01-01 18:00:00+01:00,1,2650.0,3051.0,0.0,5245.0,3051.0,2650.0,7022500.0,486.85905195188855,2163.1409480481116
2024-01-01 18:30:00+01:00,1,2795.0,3448.0,0.0,5469.0,3448.0,2795.0,7812025.0,541.5955977678109,2253.404402232189
2024-01-01 19:00:00+01:00,1,3254.0,3873.0,0.0,5383.0,3873.0,3254.0,10588516.0,734.0854199127665,2519.9145800872334
2024-01-01 19:30:00+01:00,1,3541.0,4261.0,0.0,5499.0,4261.0,3541.0,12538681.0,869.2873398913716,2671.7126601086284
2024-01-01 20:00:00+01:00,1,3965.0,4660.0,0.0,5486.0,4660.0,3965.0,15721225.0,1089.9281878280283,2875.071812171972
2024-01-01 20:30:00+01:00,1,4469.0,4916.0,0.0,5271.0,4916.0,4469.0,19971961.0,1384.6251332260724,3084.3748667739274
2024-01-01 21:00:00+01:00,1,4731.0,5085.0,0.0,5244.0,5085.0,4731.0,22382361.0,1551.7344331655286,3179.2655668344714
2024-01-01 21:30:00+01:00,1,4571.0,5203.0,0.0,5329.0,5203.0,4571.0,20894041.0,1448.551511954986,3122.448488045014
2024-01-01 22:00:00+01:00,1,4964.0,5300.0,0.0,5079.0,5300.0,4964.0,24641296.0,1708.342899170646,3255.657100829354
2024-01-01 22:30:00+01:00,1,4647.0,5292.0,0.0,5326.0,5292.0,4647.0,21594609.0,1497.120806694442,3149.879193305558
2024-01-01 23:00:00+01:00,1,5160.0,5338.0,0.0,4914.0,5338.0,5160.0,26625600.0,1845.9116231612963,3314.088376838704
2024-01-01 23:30:00+01:00,1,4733.0,5376.0,0.0,5287.0,5376.0,4733.0,22401289.0,1553.046682099006,3179.953317900994
2024-01-02 00:00:00+01:00,1,4905.0,5361.0,0.0,5167.0,5361.0,4905.0,24059025.0,1667.9749522800691,3237.0250477199306
2024-01-02 00:30:00+01:00,1,4641.0,5396.0,0.0,5334.0,5396.0,4641.0,21538881.0,1493.2572707389882,3147.742729261012
2024-01-02 01:00:00+01:00,1,4487.0,5413.0,0.0,5156.0,5413.0,4487.0,20133169.0,1395.8014342651695,3091.1985657348305
2024-01-02 01:30:00+01:00,1,4540.0,5456.0,0.0,5109.0,5456.0,4540.0,20611600.0,1428.9703147328653,3111.0296852671345
2024-01-02 02:00:00+01:00,1,4841.0,5504.0,0.0,4825.0,5504.0,4841.0,23435281.0,1624.7317465127956,3216.2682534872047
2024-01-02 02:30:00+01:00,1,4772.0,5471.0,0.0,4912.0,5471.0,4772.0,22771984.0,1578.7463924960591,3193.2536075039407
2024-01-02 03:00:00+01:00,1,4690.0,5469.0,0.0,4975.0,5469.0,4690.0,21996100.0,1524.95555608956,3165.04444391044
2024-01-02 03:30:00+01:00,1,5042.0,5466.0,0.0,4667.0,5466.0,5042.0,25421764.0,1762.4515371996656,3279.548462800334
2024-01-02 04:00:00+01:00,1,5098.0,5461.0,0.0,4598.0,5461.0,5098.0,25989604.0,1801.8190052039886,3296.1809947960114
2024-01-02 04:30:00+01:00,1,5138.0,5424.0,0.0,4550.0,5424.0,5138.0,26399044.0,1830.204846461544,3307.795153538456
2024-01-02 05:00:00+01:00,1,5206.0,5402.0,0.0,4505.0,5402.0,5206.0,27102436.0,1878.969924748556,3327.030075251444
2024-01-02 05:30:00+01:00,1,4911.0,5314.0,0.0,4690.0,5314.0,4911.0,24117921.0,1672.0581207704583,3238.941879229542
2024-01-02 06:00:00+01:00,1,4462.0,5220.0,0.0,4979.0,5220.0,4462.0,19909444.0,1380.2909264121345,3081.7090735878655
2024-01-02 06:30:00+01:00,1,4907.0,5151.0,0.0,4978.0,5151.0,4907.0,24078649.0,1669.3354538159185,3237.6645461840817
2024-01-02 07:00:00+01:00,1,4528.0,5012.0,0.0,5332.0,5012.0,4528.0,20502784.0,1421.4262699344038,3106.5737300655965
2024-01-02 07:30:00+01:00,1,4546.0,5010.0,0.0,5294.0,5010.0,4546.0,20666116.0,1432.7498246048779,3113.250175395122
2024-01-02 08:00:00+01:00,1,4046.0,4866.0,0.0,5704.0,4866.0,4046.0,16370116.0,1134.9147961698031,2911.085203830197
2024-01-02 08:30:00+01:00,1,4058.0,4782.0,0.0,5550.0,4782.0,4058.0,16467364.0,1141.6568494391827,2916.3431505608173
2024-01-02 09:00:00+01:00,1,3992.0,4791.0,0.0,5683.0,4791.0,3992.0,15936064.0,1104.822643059398,2887.1773569406023
2024-01-02 09:30:00+01:00,1,4060.0,4918.0,0.0,5696.0,4918.0,4060.0,16483600.0,1142.7824661807263,2917.2175338192737
2024-01-02 10:00:00+01:00,1,4318.0,5103.0,2.0,5690.0,5105.0,4318.0,18645124.0,1292.6375783788399,3025.36242162116
2024-01-02 10:30:00+01:00,1,4318.0,5267.0,4.0,5790.0,5271.0,4318.0,18645124.0,1292.6375783788399,3025.36242162116
2024-01-02 11:00:00+01:00,1,4237.0,5361.0,8.0,5979.0,5369.0,4237.0,17952169.0,1244.5960811420553,2992.4039188579445
2024-01-02 11:30:00+01:00,1,4135.0,5427.0,9.0,6122.0,5436.0,4135.0,17098225.0,1185.3934657970922,2949.606534202908
2024-01-02 12:00:00+01:00,1,4205.0,5443.0,10.0,6144.0,5453.0,4205.0,17682025.0,1225.8674158902943,2979.132584109706
2024-01-02 12:30:00+01:00,1,4190.0,5420.0,16.0,6111.0,5436.0,4190.0,17556100.0,1217.1372306119688,2972.862769388031
2024-01-02 13:00:00+01:00,1,4268.0,5428.0,23.0,6055.0,5451.0,4268.0,18215824.0,1262.8748740708377,3005.125125929162
2024-01-02 13:30:00+01:00,1,4244.0,5440.0,21.0,6048.0,5461.0,4244.0,18011536.0,1248.7119033331876,2995.2880966668126
2024-01-02 14:00:00+01:00,1,4399.0,5485.0,18.0,5973.0,5503.0,4399.0,19351201.0,1341.5888035586242,3057.411196441376
2024-01-02 14:30:00+01:00,1,4210.0,5425.0,12.0,6088.0,5437.0,4210.0,17724100.0,1228.7844104949047,2981.2155895050955
2024-01-02 15:00:00+01:00,1,4345.0,5453.0,9.0,5939.0,5462.0,4345.0,18879025.0,1308.8535725562126,3036.1464274437876
2024-01-02 15:30:00+01:00,1,4536.0,5501.0,7.0,5803.0,5508.0,4536.0,20575296.0,1426.4534146229241,3109.5465853770756
2024-01-02 16:00:00+01:00,1,4539.0,5496.0,5.0,5787.0,5501.0,4539.0,20602521.0,1428.340881720025,3110.659118279975
2024-01-02 16:30:00+01:00,1,4419.0,5378.0,3.0,5833.0,5381.0,4419.0,19527561.0,1353.8155692976393,3065.1844307023607
2024-01-02 17:00:00+01:00,1,4211.0,5306.0,0.0,5909.0,5306.0,4211.0,17732521.0,1229.3682253865368,2981.631774613463
2024-01-02 17:30:00+01:00,1,4037.0,5186.0,0.0,6003.0,5186.0,4037.0,16297369.0,1129.8713592951367,2907.1286407048633
2024-01-02 18:00:00+01:00,1,4022.0,5281.0,0.0,6072.0,5281.0,4022.0,16176484.0,1121.4905894132992,2900.509410586701
2024-01-02 18:30:00+01:00,1,3964.0,5344.0,0.0,6201.0,5344.0,3964.0,15713296.0,1089.3784825346247,2874.6215174653753
2024-01-02 19:00:00+01:00,1,3831.0,5352.0,0.0,6347.0,5352.0,3831.0,14676561.0,1017.5032501778657,2813.4967498221345
2024-01-02 19:30:00+01:00,1,3960.0,5369.0,0.0,6222.0,5369.0,3960.0,15681600.0,1087.1810479300443,2872.8189520699557
2024-01-02 20:00:00+01:00,1,4023.0,5373.0,0.0,6169.0,5373.0,4023.0,16184529.0,1122.0483368070982,2900.951663192902
2024-01-02 20:30:00+01:00,1,4347.0,5395.0,0.0,5866.0,5395.0,4347.0,18896409.0,1310.0587783602898,3036.9412216397104
2024-01-02 21:00:00+01:00,1,4397.0,5382.0,0.0,5809.0,5382.0,4397.0,19333609.0,1340.3691774365966,3056.6308225634034
2024-01-02 21:30:00+01:00,1,4602.0,5350.0,0.0,5554.0,5350.0,4602.0,21178404.0,1468.2659584612438,3133.734041538756
2024-01-02 22:00:00+01:00,1,4470.0,5335.0,0.0,5718.0,5335.0,4470.0,19980900.0,1385.2448602556767,3084.755139744323
2024-01-02 22:30:00+01:00,1,4598.0,5344.0,0.0,5536.0,5344.0,4598.0,21141604.0,1465.7146714392672,3132.2853285607325
2024-01-02 23:00:00+01:00,1,4608.0,5330.0,0.0,5563.0,5330.0,4608.0,21233664.0,1472.0970487013094,3135.902951298691
2024-01-02 23:30:00+01:00,1,4754.0,5346.0,0.0,5411.0,5346.0,4754.0,22600516.0,1566.8587815426827,3187.1412184573173
2024-01-03 00:00:00+01:00,1,4538.0,5325.0,0.0,5601.0,5325.0,4538.0,20593444.0,1427.711587364088,3110.288412635912
2024-01-03 00:30:00+01:00,1,4457.0,5310.0,0.0,5673.0,5310.0,4457.0,19864849.0,1377.1992241092803,3079.8007758907197
2024-01-03 01:00:00+01:00,1,4706.0,5289.0,0.0,5395.0,5289.0,4706.0,22146436.0,1535.378118201947,3170.621881798053
2024-01-03 01:30:00+01:00,1,4567.0,5185.0,0.0,5428.0,5185.0,4567.0,20857489.0,1446.0174183890272,3120.982581610973
2024-01-03 02:00:00+01:00,1,3121.0,3763.0,0.0,5463.0,3763.0,3121.0,9740641.0,675.3035589410745,2445.6964410589253
2024-01-03 02:30:00+01:00,1,2646.0,2982.0,0.0,5160.0,2982.0,2646.0,7001316.0,485.3903980314117,2160.6096019685883
2024-01-03 03:00:00+01:00,1,2920.0,2980.0,0.0,4867.0,2980.0,2920.0,8526400.0,591.12211043967,2328.87788956033
2024-01-03 03:30:00+01:00,1,2886.0,2977.0,0.0,4928.0,2977.0,2886.0,8328996.0,577.4363967634135,2308.5636032365865
2024-01-03 04:00:00+01:00,1,2988.0,2970.0,0.0,4797.0,2970.0,2970.0,8928144.0,618.9743999330639,2369.025600066936
2024-01-03 04:30:00+01:00,1,3068.0,3012.0,0.0,4812.0,3012.0,3012.0,9412624.0,652.5626482049972,2415.4373517950025
2024-01-03 05:00:00+01:00,1,2897.0,2959.0,0.0,4890.0,2959.0,2897.0,8392609.0,581.8465875603969,2315.153412439603
2024-01-03 05:30:00+01:00,1,4833.0,5064.0,0.0,5049.0,5064.0,4833.0,23357889.0,1619.3662789800564,3213.6337210199436
2024-01-03 06:00:00+01:00,1,4957.0,5139.0,0.0,5062.0,5139.0,4957.0,24571849.0,1703.5282461865374,3253.471753813463
2024-01-03 06:30:00+01:00,1,4530.0,5191.0,0.0,5486.0,5191.0,4530.0,20520900.0,1422.6822241651134,3107.3177758348866
2024-01-03 07:00:00+01:00,1,4302.0,5131.0,0.0,5711.0,5131.0,4302.0,18507204.0,1283.075798322563,3018.924201677437
2024-01-03 07:30:00+01:00,1,4129.0,5163.0,0.0,5853.0,5163.0,4129.0,17048641.0,1181.9558838487856,2947.0441161512144
2024-01-03 08:00:00+01:00,1,4005.0,5147.0,0.0,6022.0,5147.0,4005.0,16040025.0,1112.0300982249328,2892.9699017750672
2024-01-03 08:30:00+01:00,1,3867.0,5168.0,0.0,6134.0,5168.0,3867.0,14953689.0,1036.7161053361885,2830.283894663811
2024-01-03 09:00:00+01:00,1,3935.0,5171.0,1.0,6110.0,5172.0,3935.0,15484225.0,1073.4973447788866,2861.5026552211134
2024-01-03 09:30:00+01:00,1,3968.0,5179.0,10.0,6077.0,5189.0,3968.0,15745024.0,1091.578135649659,2876.421864350341
2024-01-03 10:00:00+01:00,1,3836.0,5073.0,37.0,6097.0,5110.0,3836.0,14714896.0,1020.1609563731772,2815.839043626823
2024-01-03 10:30:00+01:00,1,3904.0,5051.0,45.0,6074.0,5096.0,3904.0,15241216.0,1056.6499070635748,2847.3500929364254
2024-01-03 11:00:00+01:00,1,3737.0,4990.0,69.0,6169.0,5059.0,3737.0,13965169.0,968.1835442773803,2768.8164557226196
2024-01-03 11:30:00+01:00,1,3771.0,5068.0,69.0,6247.0,5137.0,3771.0,14220441.0,985.8811567956948,2785.1188432043054
2024-01-03 12:00:00+01:00,1,3574.0,5124.0,68.0,6447.0,5192.0,3574.0,12773476.0,885.5653137045499,2688.43468629545
2024-01-03 12:30:00+01:00,1,3804.0,5222.0,83.0,6394.0,5305.0,3804.0,14470416.0,1003.2115365054382,2800.7884634945617
2024-01-03 13:00:00+01:00,1,3772.0,5190.0,97.0,6396.0,5287.0,3772.0,14227984.0,986.4041013067481,2785.595898693252
2024-01-03 13:30:00+01:00,1,3855.0,5125.0,61.0,6247.0,5186.0,3855.0,14861025.0,1030.2918536893292,2824.7081463106706
2024-01-03 14:00:00+01:00,1,3792.0,5091.0,55.0,6202.0,5146.0,3792.0,14379264.0,996.8921094775252,2795.107890522475
2024-01-03 14:30:00+01:00,1,3587.0,5023.0,38.0,6254.0,5061.0,3587.0,12866569.0,892.0193072571817,2694.980692742818
2024-01-03 15:00:00+01:00,1,3764.0,5035.0,33.0,6115.0,5068.0,3764.0,14167696.0,982.2244276116147,2781.775572388385
2024-01-03 15:30:00+01:00,1,3748.0,5091.0,26.0,6201.0,5117.0,3748.0,14047504.0,973.8917023467941,2774.108297653206
2024-01-03 16:00:00+01:00,1,3970.0,5098.0,18.0,5958.0,5116.0,3970.0,15760900.0,1092.6787941485966,2877.3212058514036
2024-01-03 16:30:00+01:00,1,3921.0,5264.0,11.0,6174.0,5275.0,3921.0,15374241.0,1065.872324348858,2855.127675651142
2024-01-03 17:00:00+01:00,1,3872.0,5305.0,1.0,6256.0,5306.0,3872.0,14992384.0,1039.3987697741063,2832.6012302258937
2024-01-03 17:30:00+01:00,1,3662.0,5303.0,0.0,6469.0,5303.0,3662.0,13410244.0,929.7114532265578,2732.2885467734422
2024-01-03 18:00:00+01:00,1,3601.0,5236.0,0.0,6500.0,5236.0,3601.0,12967201.0,898.9959680070604,2702.0040319929394
2024-01-03 18:30:00+01:00,1,3657.0,5224.0,0.0,6441.0,5224.0,3657.0,13373649.0,927.1743785371766,2729.8256214628236
2024-01-03 19:00:00+01:00,1,3514.0,5237.0,0.0,6614.0,5237.0,3514.0,12348196.0,856.0813097723179,2657.918690227682
2024-01-03 19:30:00+01:00,1,3395.0,5138.0,0.0,6595.0,5138.0,3395.0,11526025.0,799.081467322715,2595.918532677285
2024-01-03 20:00:00+01:00,1,3309.0,5076.0,0.0,6652.0,5076.0,3309.0,10949481.0,759.110564474933,2549.889435525067
2024-01-03 20:30:00+01:00,1,3723.0,5059.0,0.0,6168.0,5059.0,3723.0,13860729.0,960.9428807834885,2762.0571192165116
2024-01-03 21:00:00+01:00,1,3701.0,4999.0,0.0,6167.0,4999.0,3701.0,13697401.0,949.619603426821,2751.380396573179
2024-01-03 21:30:00+01:00,1,4022.0,5062.0,0.0,5871.0,5062.0,4022.0,16176484.0,1121.4905894132992,2900.509410586701
2024-01-03 22:00:00+01:00,1,3971.0,5053.0,0.0,5869.0,5053.0,3971.0,15768841.0,1093.2293313834205,2877.7706686165793
2024-01-03 22:30:00+01:00,1,4120.0,5016.0,0.0,5640.0,5016.0,4120.0,16974400.0,1176.808870267303,2943.191129732697
2024-01-03 23:00:00+01:00,1,4116.0,4861.0,0.0,5508.0,4861.0,4116.0,16941456.0,1174.5249137550209,2941.475086244979
2024-01-03 23:30:00+01:00,1,3820.0,4740.0,0.0,5694.0,4740.0,3820.0,14592400.0,1011.6684983556765,2808.3315016443235
2024-01-04 00:00:00+01:00,1,4011.0,4787.0,0.0,5587.0,4787.0,4011.0,16088121.0,1115.3645194371334,2895.6354805628666
2024-01-04 00:30:00+01:00,1,3842.0,4715.0,0.0,5700.0,4715.0,3842.0,14760964.0,1023.3547794853623,2818.645220514638
2024-01-04 01:00:00+01:00,1,3671.0,4476.0,0.0,5592.0,4476.0,3671.0,13476241.0,934.2869230523562,2736.713076947644
2024-01-04 01:30:00+01:00,1,3546.0,4277.0,0.0,5553.0,4277.0,3546.0,12574116.0,871.7439935767994,2674.2560064232007
2024-01-04 02:00:00+01:00,1,3432.0,4262.0,0.0,5623.0,4262.0,3432.0,11778624.0,816.5937648896777,2615.406235110322
2024-01-04 02:30:00+01:00,1,3030.0,4180.0,0.0,5515.0,4180.0,3030.0,9180900.0,636.497582066941,2393.502417933059
2024-01-04 03:00:00+01:00,1,3038.0,4231.0,0.0,5374.0,4231.0,3038.0,9229444.0,639.8630624254961,2398.136937574504
2024-01-04 03:30:00+01:00,1,3443.0,4339.0,0.0,5227.0,4339.0,3443.0,11854249.0,821.8367290482909,2621.163270951709
2024-01-04 04:00:00+01:00,1,3820.0,4219.0,0.0,4986.0,4219.0,3820.0,14592400.0,1011.6684983556765,2808.3315016443235
2024-01-04 04:30:00+01:00,1,3905.0,4242.0,0.0,5095.0,4242.0,3905.0,15249025.0,1057.1912929427765,2847.8087070572237
2024-01-04 05:00:00+01:00,1,3790.0,4185.0,0.0,5108.0,4185.0,3790.0,14364100.0,995.840812836187,2794.159187163813
2024-01-04 05:30:00+01:00,1,3272.0,3973.0,0.0,5362.0,3973.0,3272.0,10705984.0,742.2292944751993,2529.7707055248006
2024-01-04 06:00:00+01:00,1,3215.0,3788.0,0.0,5242.0,3788.0,3215.0,10336225.0,716.5944755089225,2498.4055244910774
2024-01-04 06:30:00+01:00,1,2920.0,3768.0,0.0,5575.0,3768.0,2920.0,8526400.0,591.12211043967,2328.87788956033
2024-01-04 07:00:00+01:00,1,2905.0,3660.0,0.0,5672.0,3660.0,2905.0,8439025.0,585.0645369737681,2319.935463026232
2024-01-04 07:30:00+01:00,1,2744.0,3606.0,0.0,5934.0,3606.0,2744.0,7529536.0,522.0110727800093,2221.9889272199907
2024-01-04 08:00:00+01:00,1,3021.0,3358.0,0.0,5601.0,3358.0,3021.0,9126441.0,632.7220239166744,2388.2779760833255
2024-01-04 08:30:00+01:00,1,2175.0,3206.0,0.0,6283.0,3206.0,2175.0,4730625.0,327.9669067482952,1847.033093251705
2024-01-04 09:00:00+01:00,1,2043.0,3141.0,1.0,6351.0,3142.0,2043.0,4173849.0,289.3664887334052,1753.6335112665947
2024-01-04 09:30:00+01:00,1,1983.0,2992.0,15.0,6273.0,3007.0,1983.0,3932289.0,272.6195079445838,1710.3804920554162
2024-01-04 10:00:00+01:00,1,1728.0,2845.0,44.0,6412.0,2889.0,1728.0,2985984.0,207.01364747362163,1520.9863525263784
2024-01-04 10:30:00+01:00,1,1550.0,2468.0,79.0,6240.0,2547.0,1550.0,2402500.0,166.5616051711516,1383.4383948288485
2024-01-04 11:00:00+01:00,1,1110.0,2325.0,97.0,6575.0,2422.0,1110.0,1232100.0,85.41958532003159,1024.5804146799685
2024-01-04 11:30:00+01:00,1,1160.0,2093.0,135.0,6355.0,2228.0,1160.0,1345600.0,93.28836458618173,1066.7116354138184
2024-01-04 12:00:00+01:00,1,801.0,2018.0,143.0,6619.0,2161.0,801.0,641601.0,44.48120392899731,756.5187960710027
2024-01-04 12:30:00+01:00,1,966.0,1778.0,151.0,6232.0,1929.0,966.0,933156.0,64.6942606597674,901.3057393402325
2024-01-04 13:00:00+01:00,1,827.0,1727.0,129.0,6249.0,1856.0,827.0,683929.0,47.415738631883684,779.5842613681164
2024-01-04 13:30:00+01:00,1,835.0,1595.0,126.0,6114.0,1721.0,835.0,697225.0,48.337529725476045,786.6624702745239
2024-01-04 14:00:00+01:00,1,644.0,1469.0,83.0,6103.0,1552.0,644.0,414736.0,28.753004737674395,615.2469952623256
2024-01-04 14:30:00+01:00,1,834.0,1458.0,56.0,5950.0,1514.0,834.0,695556.0,48.22182053961521,785.7781794603848
2024-01-04 15:00:00+01:00,1,799.0,1658.0,33.0,6144.0,1691.0,799.0,638401.0,44.25935288360806,754.740647116392
2024-01-04 15:30:00+01:00,1,1076.0,1769.0,19.0,5973.0,1788.0,1076.0,1157776.0,80.2668174770594,995.7331825229406
2024-01-04 16:00:00+01:00,1,1264.0,1961.0,14.0,5952.0,1975.0,1264.0,1597696.0,110.76578994194725,1153.2342100580527
2024-01-04 16:30:00+01:00,1,1353.0,2286.0,5.0,6003.0,2291.0,1353.0,1830609.0,126.91328760905586,1226.086712390944
2024-01-04 17:00:00+01:00,1,1758.0,2605.0,0.0,5911.0,2605.0,1758.0,3090564.0,214.2640169507492,1543.7359830492508
2024-01-04 17:30:00+01:00,1,2042.0,2989.0,0.0,6207.0,2989.0,2042.0,4169764.0,289.0832820082755,1752.9167179917245
2024-01-04 18:00:00+01:00,1,2429.0,3536.0,0.0,6394.0,3536.0,2429.0,5900041.0,409.04070740295793,2019.9592925970421
2024-01-04 18:30:00+01:00,1,2837.0,3976.0,0.0,6393.0,3976.0,2837.0,8048569.0,557.9948270429846,2279.0051729570155
2024-01-04 19:00:00+01:00,1,2985.0,4259.0,0.0,6546.0,4259.0,2985.0,8910225.0,617.7321034073359,2367.2678965926643
2024-01-04 19:30:00+01:00,1,3053.0,4363.0,0.0,6548.0,4363.0,3053.0,9320809.0,646.1972564136178,2406.8027435863823
2024-01-04 20:00:00+01:00,1,3414.0,4619.0,0.0,6500.0,4619.0,3414.0,11655396.0,808.0505584455441,2605.949441554456
2024-01-04 20:30:00+01:00,1,4004.0,4995.0,0.0,6246.0,4995.0,4004.0,16032016.0,1111.4748466553947,2892.5251533446053
2024-01-04 21:00:00+01:00,1,4361.0,5116.0,0.0,6049.0,5116.0,4361.0,19018321.0,1318.5107485620067,3042.4892514379935
2024-01-04 21:30:00+01:00,1,4433.0,5203.0,0.0,5826.0,5203.0,4433.0,19651489.0,1362.4073056579518,3070.592694342048
2024-01-04 22:00:00+01:00,1,4304.0,5180.0,0.0,5800.0,5180.0,4304.0,18524416.0,1284.2690796329505,3019.7309203670493
2024-01-04 22:30:00+01:00,1,4284.0,5065.0,0.0,5729.0,5065.0,4284.0,18352656.0,1272.3612247716824,3011.6387752283176
2024-01-04 23:00:00+01:00,1,4660.0,5029.0,0.0,5667.0,5029.0,4660.0,21715600.0,1505.508925392158,3154.491074607842
2024-01-04 23:30:00+01:00,1,4732.0,5063.0,0.0,5627.0,5063.0,4732.0,22391824.0,1552.3904883038156,3179.609511696184
2024-01-05 00:00:00+01:00,1,4511.0,5176.0,0.0,5957.0,5176.0,4511.0,20349121.0,1410.7730520632633,3100.226947936737
2024-01-05 00:30:00+01:00,1,4551.0,5228.0,0.0,5679.0,5228.0,4551.0,20711601.0,1435.903229229731,3115.096770770269
2024-01-05 01:00:00+01:00,1,4659.0,5268.0,0.0,5621.0,5268.0,4659.0,21706281.0,1504.8628535509135,3154.1371464490867
2024-01-05 01:30:00+01:00,1,4749.0,5271.0,0.0,5535.0,5271.0,4749.0,22553001.0,1563.5646401609106,3185.4353598390894
