Code INSEE région;Région;Nature;Date;Heure;Date - Heure;Consommation (MW);Thermique (MW);Nucléaire (MW);Eolien (MW);Solaire (MW);Hydraulique (MW);Pompage (MW);Bioénergies (MW);Ech. physiques (MW);Stockage batterie;Déstockage batterie;Eolien terrestre;Eolien offshore;TCO Thermique (%);TCH Thermique (%);TCO Nucléaire (%);TCH Nucléaire (%);TCO Eolien (%);TCH Eolien (%);TCO Solaire (%);TCH Solaire (%);TCO Hydraulique (%);TCH Hydraulique (%);TCO Bioénergies (%);TCH Bioénergies (%);Column 30
32;Hauts-de-France;Données consolidées;2024-01-01;00:00;2024-01-01T00:00:00+01:00;5497;398;3349;5445;0;2;0;126;-3820;0;0;0;0;7.24;16.54;60.92;61.34;99.05;89.53;0.0;0.0;0.04;50.0;2.29;62.07;
32;Hauts-de-France;Données consolidées;2024-01-01;00:30;2024-01-01T00:30:00+01:00;5416;337;3125;5459;0;2;0;122;-3631;0;0;0;0;6.22;14.0;57.7;57.23;100.79;89.76;0.0;0.0;0.04;50.0;2.25;60.1;
32;Hauts-de-France;Données consolidées;2024-01-01;01:00;2024-01-01T01:00:00+01:00;5255;401;3081;5418;0;2;0;127;-3774;0;0;0;0;7.63;16.66;58.63;56.43;103.1;89.08;0.0;0.0;0.04;50.0;2.42;62.56;
32;Hauts-de-France;Données consolidées;2024-01-01;01:30;2024-01-01T01:30:00+01:00;5315;379;3114;5388;0;2;0;126;-3689;0;0;0;0;7.13;15.75;58.59;57.03;101.37;88.59;0.0;0.0;0.04;50.0;2.37;62.07;
32;Hauts-de-France;Données consolidées;2024-01-01;02:00;2024-01-01T02:00:00+01:00;5301;371;3089;5368;0;2;0;124;-3650;0;0;0;0;7.0;15.41;58.27;56.58;101.26;88.26;0.0;0.0;0.04;50.0;2.34;61.08;
32;Hauts-de-France;Données consolidées;2024-01-01;02:30;2024-01-01T02:30:00+01:00;5196;399;3144;5274;0;2;0;124;-3740;0;0;0;0;7.68;16.58;60.51;57.58;101.5;86.71;0.0;0.0;0.04;50.0;2.39;61.08;
32;Hauts-de-France;Données consolidées;2024-01-01;03:00;2024-01-01T03:00:00+01:00;4978;406;3139;4223;0;2;0;126;-2921;0;0;0;0;8.16;16.87;63.06;57.49;84.83;69.43;0.0;0.0;0.04;50.0;2.53;62.07;
32;Hauts-de-France;Données consolidées;2024-01-01;03:30;2024-01-01T03:30:00+01:00;4761;396;3124;3305;0;2;0;126;-2188;0;0;0;0;8.32;16.45;65.62;57.22;69.42;54.34;0.0;0.0;0.04;50.0;2.65;62.07;
32;Hauts-de-France;Données consolidées;2024-01-01;04:00;2024-01-01T04:00:00+01:00;4863;346;3121;3201;0;2;0;126;-1930;0;0;0;0;7.11;14.37;64.18;57.16;65.82;52.63;0.0;0.0;0.04;50.0;2.59;62.07;
32;Hauts-de-France;Données consolidées;2024-01-01;04:30;2024-01-01T04:30:00+01:00;4681;402;3122;3160;0;2;0;128;-2128;0;0;0;0;8.59;16.7;66.7;57.18;67.51;51.96;0.0;0.0;0.04;50.0;2.73;63.05;
32;Hauts-de-France;Données consolidées;2024-01-01;05:00;2024-01-01T05:00:00+01:00;4633;360;3104;3151;0;2;0;127;-2109;0;0;0;0;7.77;14.96;67.0;56.85;68.01;51.81;0.0;0.0;0.04;50.0;2.74;62.56;
32;Hauts-de-France;Données consolidées;2024-01-01;05:30;2024-01-01T05:30:00+01:00;4667;395;3094;3186;0;2;0;126;-2133;0;0;0;0;8.46;16.41;66.3;56.67;68.27;52.38;0.0;0.0;0.04;50.0;2.7;62.07;
32;Hauts-de-France;Données consolidées;2024-01-01;06:00;2024-01-01T06:00:00+01:00;4597;360;3125;3084;0;2;0;127;-2098;0;0;0;0;7.83;14.96;67.98;57.23;67.09;50.71;0.0;0.0;0.04;50.0;2.76;62.56;
32;Hauts-de-France;Données consolidées;2024-01-01;06:30;2024-01-01T06:30:00+01:00;4812;400;3166;3061;0;2;0;119;-1934;0;0;0;0;8.31;16.62;65.79;57.99;63.61;50.33;0.0;0.0;0.04;50.0;2.47;58.62;
32;Hauts-de-France;Données consolidées;2024-01-01;07:00;2024-01-01T07:00:00+01:00;4845;370;3207;2996;0;2;0;121;-1849;0;0;0;0;7.64;15.37;66.19;58.74;61.84;49.26;0.0;0.0;0.04;50.0;2.5;59.61;
32;Hauts-de-France;Données consolidées;2024-01-01;07:30;2024-01-01T07:30:00+01:00;4808;355;3061;2976;0;2;0;121;-1702;0;0;0;0;7.38;14.75;63.66;56.06;61.9;48.93;0.0;0.0;0.04;50.0;2.52;59.61;
32;Hauts-de-France;Données consolidées;2024-01-01;08:00;2024-01-01T08:00:00+01:00;4815;332;3055;2905;0;2;0;121;-1603;0;0;0;0;6.9;13.79;63.45;55.95;60.33;47.76;0.0;0.0;0.04;50.0;2.51;59.61;
32;Hauts-de-France;Données consolidées;2024-01-01;08:30;2024-01-01T08:30:00+01:00;4859;303;2998;4417;0;2;0;120;-2981;0;0;0;0;6.24;12.59;61.7;54.91;90.9;72.62;0.0;0.0;0.04;50.0;2.47;59.11;
32;Hauts-de-France;Données consolidées;2024-01-01;09:00;2024-01-01T09:00:00+01:00;5055;352;2998;4414;0;2;0;121;-2834;0;0;0;0;6.96;14.62;59.31;54.91;87.32;72.57;0.0;0.0;0.04;50.0;2.39;59.61;
32;Hauts-de-France;Données consolidées;2024-01-01;09:30;2024-01-01T09:30:00+01:00;4789;329;3076;4228;8;2;0;120;-2975;0;0;0;0;6.87;13.67;64.23;56.34;88.29;69.52;0.17;1.44;0.04;50.0;2.51;59.11;
32;Hauts-de-France;Données consolidées;2024-01-01;10:00;2024-01-01T10:00:00+01:00;4830;385;3068;4111;24;2;0;123;-2883;0;0;0;0;7.97;16.0;63.52;56.19;85.11;67.59;0.5;4.33;0.04;50.0;2.55;60.59;
32;Hauts-de-France;Données consolidées;2024-01-01;10:30;2024-01-01T10:30:00+01:00;4941;314;3007;4081;38;2;0;126;-2627;0;0;0;0;6.35;13.05;60.86;55.07;82.59;67.1;0.77;6.86;0.04;50.0;2.55;62.07;
32;Hauts-de-France;Données consolidées;2024-01-01;11:00;2024-01-01T11:00:00+01:00;5361;395;2991;3968;47;2;0;123;-2164;0;0;0;0;7.37;16.41;55.79;54.78;74.02;65.24;0.88;8.48;0.04;50.0;2.29;60.59;
32;Hauts-de-France;Données consolidées;2024-01-01;11:30;2024-01-01T11:30:00+01:00;5097;321;2965;3878;59;2;0;124;-2252;0;0;0;0;6.3;13.34;58.17;54.3;76.08;63.76;1.16;10.65;0.04;50.0;2.43;61.08;
32;Hauts-de-France;Données consolidées;2024-01-01;12:00;2024-01-01T12:00:00+01:00;5161;407;2967;3925;70;2;0;127;-2337;0;0;0;0;7.89;16.91;57.49;54.34;76.05;64.53;1.36;12.64;0.04;50.0;2.46;62.56;
32;Hauts-de-France;Données consolidées;2024-01-01;12:30;2024-01-01T12:30:00+01:00;5318;387;2976;3749;76;2;0;127;-1996;0;0;0;0;7.28;16.08;55.96;54.51;70.5;61.64;1.43;13.72;0.04;50.0;2.39;62.56;
32;Hauts-de-France;Données consolidées;2024-01-01;13:00;2024-01-01T13:00:00+01:00;5314;396;2978;3530;72;2;0;125;-1791;0;0;0;0;7.45;16.45;56.04;54.54;66.43;58.04;1.35;13.0;0.04;50.0;2.35;61.58;
32;Hauts-de-France;Données consolidées;2024-01-01;13:30;2024-01-01T13:30:00+01:00;5184;396;3018;3453;71;2;0;123;-1875;0;0;0;0;7.64;16.45;58.22;55.27;66.61;56.77;1.37;12.82;0.04;50.0;2.37;60.59;
32;Hauts-de-France;Données consolidées;2024-01-01;14:00;2024-01-01T14:00:00+01:00;5095;348;3027;3192;58;2;0;122;-1653;0;0;0;0;6.83;14.46;59.41;55.44;62.65;52.48;1.14;10.47;0.04;50.0;2.39;60.1;
32;Hauts-de-France;Données consolidées;2024-01-01;14:30;2024-01-01T14:30:00+01:00;5219;372;3067;2835;52;2;0;123;-1234;0;0;0;0;7.13;15.45;58.77;56.17;54.32;46.61;1.0;9.39;0.04;50.0;2.36;60.59;
32;Hauts-de-France;Données consolidées;2024-01-01;15:00;2024-01-01T15:00:00+01:00;5273;313;3078;2449;39;2;0;122;-731;0;0;0;0;5.94;13.0;58.37;56.37;46.44;40.27;0.74;7.04;0.04;50.0;2.31;60.1;
32;Hauts-de-France;Données consolidées;2024-01-01;15:30;2024-01-01T15:30:00+01:00;5031;394;3081;2112;22;2;0;124;-704;0;0;0;0;7.83;16.37;61.24;56.43;41.98;34.73;0.44;3.97;0.04;50.0;2.46;61.08;
32;Hauts-de-France;Données consolidées;2024-01-01;16:00;2024-01-01T16:00:00+01:00;5121;348;3060;2017;14;2;0;122;-435;0;0;0;0;6.8;14.46;59.75;56.04;39.39;33.16;0.27;2.53;0.04;50.0;2.38;60.1;
32;Hauts-de-France;Données consolidées;2024-01-01;16:30;2024-01-01T16:30:00+01:00;4969;370;3212;1901;5;2;0;123;-642;0;0;0;0;7.45;15.37;64.64;58.83;38.26;31.26;0.1;0.9;0.04;50.0;2.48;60.59;
32;Hauts-de-France;Données consolidées;2024-01-01;17:00;2024-01-01T17:00:00+01:00;4723;372;3794;2056;0;2;0;120;-1621;0;0;0;0;7.88;15.45;80.33;69.49;43.53;33.8;0.0;0.0;0.04;50.0;2.54;59.11;
32;Hauts-de-France;Données consolidées;2024-01-01;17:30;2024-01-01T17:30:00+01:00;5166;366;4340;2457;0;2;0;122;-2118;0;0;0;0;7.08;15.21;84.01;79.49;47.56;40.4;0.0;0.0;0.04;50.0;2.36;60.1;
32;Hauts-de-France;Données consolidées;2024-01-01;18:00;2024-01-01T18:00:00+01:00;5245;368;4353;3051;0;2;0;123;-2650;0;0;0;0;7.02;15.29;82.99;79.73;58.17;50.16;0.0;0.0;0.04;50.0;2.35;60.59;
32;Hauts-de-France;Données consolidées;2024-01-01;18:30;2024-01-01T18:30:00+01:00;5469;398;4291;3448;0;2;0;125;-2795;0;0;0;0;7.28;16.54;78.46;78.59;63.05;56.69;0.0;0.0;0.04;50.0;2.29;61.58;
32;Hauts-de-France;Données consolidées;2024-01-01;19:00;2024-01-01T19:00:00+01:00;5383;355;4284;3873;0;2;0;124;-3254;0;0;0;0;6.59;14.75;79.58;78.46;71.95;63.68;0.0;0.0;0.04;50.0;2.3;61.08;
32;Hauts-de-France;Données consolidées;2024-01-01;19:30;2024-01-01T19:30:00+01:00;5499;374;4279;4261;0;2;0;122;-3541;0;0;0;0;6.8;15.54;77.81;78.37;77.49;70.06;0.0;0.0;0.04;50.0;2.22;60.1;
32;Hauts-de-France;Données consolidées;2024-01-01;20:00;2024-01-01T20:00:00+01:00;5486;384;4292;4660;0;2;0;122;-3965;0;0;0;0;7.0;15.95;78.24;78.61;84.94;76.62;0.0;0.0;0.04;50.0;2.22;60.1;
32;Hauts-de-France;Données consolidées;2024-01-01;20:30;2024-01-01T20:30:00+01:00;5271;348;4353;4916;0;2;0;122;-4469;0;0;0;0;6.6;14.46;82.58;79.73;93.27;80.83;0.0;0.0;0.04;50.0;2.31;60.1;
32;Hauts-de-France;Données consolidées;2024-01-01;21:00;2024-01-01T21:00:00+01:00;5244;409;4354;5085;0;2;0;126;-4731;0;0;0;0;7.8;16.99;83.03;79.74;96.97;83.61;0.0;0.0;0.04;50.0;2.4;62.07;
32;Hauts-de-France;Données consolidées;2024-01-01;21:30;2024-01-01T21:30:00+01:00;5329;333;4238;5203;0;2;0;122;-4571;0;0;0;0;6.25;13.83;79.53;77.62;97.64;85.55;0.0;0.0;0.04;50.0;2.29;60.1;
32;Hauts-de-France;Données consolidées;2024-01-01;22:00;2024-01-01T22:00:00+01:00;5079;411;4216;5300;0;2;0;121;-4964;0;0;0;0;8.09;17.08;83.01;77.22;104.35;87.14;0.0;0.0;0.04;50.0;2.38;59.61;
32;Hauts-de-France;Données consolidées;2024-01-01;22:30;2024-01-01T22:30:00+01:00;5326;328;4231;5292;0;2;0;119;-4647;0;0;0;0;6.16;13.63;79.44;77.49;99.36;87.01;0.0;0.0;0.04;50.0;2.23;58.62;
32;Hauts-de-France;Données consolidées;2024-01-01;23:00;2024-01-01T23:00:00+01:00;4914;343;4270;5338;0;2;0;119;-5160;0;0;0;0;6.98;14.25;86.89;78.21;108.63;87.77;0.0;0.0;0.04;50.0;2.42;58.62;
32;Hauts-de-France;Données consolidées;2024-01-01;23:30;2024-01-01T23:30:00+01:00;5287;301;4223;5376;0;2;0;119;-4733;0;0;0;0;5.69;12.51;79.88;77.34;101.68;88.39;0.0;0.0;0.04;50.0;2.25;58.62;
32;Hauts-de-France;Données consolidées;2024-01-02;00:00;2024-01-02T00:00:00+01:00;5167;379;4211;5361;0;2;0;121;-4905;0;0;0;0;7.34;15.75;81.5;77.12;103.75;88.15;0.0;0.0;0.04;50.0;2.34;59.61;
32;Hauts-de-France;Données consolidées;2024-01-02;00:30;2024-01-02T00:30:00+01:00;5334;354;4105;5396;0;2;0;119;-4641;0;0;0;0;6.64;14.71;76.96;75.18;101.16;88.72;0.0;0.0;0.04;50.0;2.23;58.62;
32;Hauts-de-France;Données consolidées;2024-01-02;01:00;2024-01-02T01:00:00+01:00;5156;353;3756;5413;0;2;0;120;-4487;0;0;0;0;6.85;14.67;72.85;68.79;104.98;89.0;0.0;0.0;0.04;50.0;2.33;59.11;
32;Hauts-de-France;Données consolidées;2024-01-02;01:30;2024-01-02T01:30:00+01:00;5109;324;3751;5456;0;2;0;119;-4540;0;0;0;0;6.34;13.46;73.42;68.7;106.79;89.71;0.0;0.0;0.04;50.0;2.33;58.62;
32;Hauts-de-France;Données consolidées;2024-01-02;02:00;2024-01-02T02:00:00+01:00;4825;303;3741;5504;0;2;0;119;-4841;0;0;0;0;6.28;12.59;77.53;68.52;114.07;90.5;0.0;0.0;0.04;50.0;2.47;58.62;
32;Hauts-de-France;Données consolidées;2024-01-02;02:30;2024-01-02T02:30:00+01:00;4912;358;3737;5471;0;2;0;119;-4772;0;0;0;0;7.29;14.87;76.08;68.44;111.38;89.95;0.0;0.0;0.04;50.0;2.42;58.62;
32;Hauts-de-France;Données consolidées;2024-01-02;03:00;2024-01-02T03:00:00+01:00;4975;341;3733;5469;0;2;0;123;-4690;0;0;0;0;6.85;14.17;75.04;68.37;109.93;89.92;0.0;0.0;0.04;50.0;2.47;60.59;
32;Hauts-de-France;Données consolidées;2024-01-02;03:30;2024-01-02T03:30:00+01:00;4667;355;3759;5466;0;2;0;127;-5042;0;0;0;0;7.61;14.75;80.54;68.85;117.12;89.87;0.0;0.0;0.04;50.0;2.72;62.56;
32;Hauts-de-France;Données consolidées;2024-01-02;04:00;2024-01-02T04:00:00+01:00;4598;372;3739;5461;0;2;0;125;-5098;0;0;0;0;8.09;15.45;81.32;68.48;118.77;89.79;0.0;0.0;0.04;50.0;2.72;61.58;
32;Hauts-de-France;Données consolidées;2024-01-02;04:30;2024-01-02T04:30:00+01:00;4550;348;3793;5424;0;2;0;121;-5138;0;0;0;0;7.65;14.46;83.36;69.47;119.21;89.18;0.0;0.0;0.04;50.0;2.66;59.61;
32;Hauts-de-France;Données consolidées;2024-01-02;05:00;2024-01-02T05:00:00+01:00;4505;397;3791;5402;0;2;0;122;-5206;0;0;0;0;8.81;16.49;84.15;69.43;119.91;88.82;0.0;0.0;0.04;50.0;2.71;60.1;
32;Hauts-de-France;Données consolidées;2024-01-02;05:30;2024-01-02T05:30:00+01:00;4690;354;3805;5314;0;2;0;122;-4911;0;0;0;0;7.55;14.71;81.13;69.69;113.3;87.37;0.0;0.0;0.04;50.0;2.6;60.1;
32;Hauts-de-France;Données consolidées;2024-01-02;06:00;2024-01-02T06:00:00+01:00;4979;330;3782;5220;0;2;0;114;-4462;0;0;0;0;6.63;13.71;75.96;69.27;104.84;85.83;0.0;0.0;0.04;50.0;2.29;56.16;
32;Hauts-de-France;Données consolidées;2024-01-02;06:30;2024-01-02T06:30:00+01:00;4978;389;4232;5151;0;2;0;111;-4907;0;0;0;0;7.81;16.16;85.01;77.51;103.48;84.69;0.0;0.0;0.04;50.0;2.23;54.68;
32;Hauts-de-France;Données consolidées;2024-01-02;07:00;2024-01-02T07:00:00+01:00;5332;385;4349;5012;0;2;0;112;-4528;0;0;0;0;7.22;16.0;81.56;79.65;94.0;82.41;0.0;0.0;0.04;50.0;2.1;55.17;
32;Hauts-de-France;Données consolidées;2024-01-02;07:30;2024-01-02T07:30:00+01:00;5294;355;4355;5010;0;2;0;112;-4546;0;0;0;0;6.71;14.75;82.26;79.76;94.64;82.37;0.0;0.0;0.04;50.0;2.12;55.17;
32;Hauts-de-France;Données consolidées;2024-01-02;08:00;2024-01-02T08:00:00+01:00;5704;415;4353;4866;0;2;0;111;-4046;0;0;0;0;7.28;17.24;76.31;79.73;85.31;80.01;0.0;0.0;0.04;50.0;1.95;54.68;
32;Hauts-de-France;Données consolidées;2024-01-02;08:30;2024-01-02T08:30:00+01:00;5550;359;4355;4782;0;2;0;111;-4058;0;0;0;0;6.47;14.91;78.47;79.76;86.16;78.63;0.0;0.0;0.04;50.0;2.0;54.68;
32;Hauts-de-France;Données consolidées;2024-01-02;09:00;2024-01-02T09:00:00+01:00;5683;416;4354;4791;0;2;0;114;-3992;0;0;0;0;7.32;17.28;76.61;79.74;84.3;78.77;0.0;0.0;0.04;50.0;2.01;56.16;
32;Hauts-de-France;Données consolidées;2024-01-02;09:30;2024-01-02T09:30:00+01:00;5696;374;4351;4918;0;2;0;113;-4060;0;0;0;0;6.57;15.54;76.39;79.69;86.34;80.86;0.0;0.0;0.04;50.0;1.98;55.67;
32;Hauts-de-France;Données consolidées;2024-01-02;10:00;2024-01-02T10:00:00+01:00;5690;439;4349;5103;2;2;0;114;-4318;0;0;0;0;7.72;18.24;76.43;79.65;89.68;83.9;0.04;0.36;0.04;50.0;2.0;56.16;
32;Hauts-de-France;Données consolidées;2024-01-02;10:30;2024-01-02T10:30:00+01:00;5790;370;4349;5267;4;2;0;119;-4318;0;0;0;0;6.39;15.37;75.11;79.65;90.97;86.6;0.07;0.72;0.03;50.0;2.06;58.62;
32;Hauts-de-France;Données consolidées;2024-01-02;11:00;2024-01-02T11:00:00+01:00;5979;379;4348;5361;8;2;0;120;-4237;0;0;0;0;6.34;15.75;72.72;79.63;89.66;88.15;0.13;1.44;0.03;50.0;2.01;59.11;
32;Hauts-de-France;Données consolidées;2024-01-02;11:30;2024-01-02T11:30:00+01:00;6122;350;4349;5427;9;2;0;119;-4135;0;0;0;0;5.72;14.54;71.04;79.65;88.65;89.23;0.15;1.62;0.03;50.0;1.94;58.62;
32;Hauts-de-France;Données consolidées;2024-01-02;12:00;2024-01-02T12:00:00+01:00;6144;426;4349;5443;10;2;0;118;-4205;0;0;0;0;6.93;17.7;70.78;79.65;88.59;89.49;0.16;1.81;0.03;50.0;1.92;58.13;
32;Hauts-de-France;Données consolidées;2024-01-02;12:30;2024-01-02T12:30:00+01:00;6111;399;4351;5420;16;2;0;115;-4190;0;0;0;0;6.53;16.58;71.2;79.69;88.69;89.12;0.26;2.89;0.03;50.0;1.88;56.65;
32;Hauts-de-France;Données consolidées;2024-01-02;13:00;2024-01-02T13:00:00+01:00;6055;401;4351;5428;23;2;0;120;-4268;0;0;0;0;6.62;16.66;71.86;79.69;89.64;89.25;0.38;4.15;0.03;50.0;1.98;59.11;
32;Hauts-de-France;Données consolidées;2024-01-02;13:30;2024-01-02T13:30:00+01:00;6048;358;4353;5440;21;2;0;120;-4244;0;0;0;0;5.92;14.87;71.97;79.73;89.95;89.44;0.35;3.79;0.03;50.0;1.98;59.11;
32;Hauts-de-France;Données consolidées;2024-01-02;14:00;2024-01-02T14:00:00+01:00;5973;398;4355;5485;18;2;0;118;-4399;0;0;0;0;6.66;16.54;72.91;79.76;91.83;90.18;0.3;3.25;0.03;50.0;1.98;58.13;
32;Hauts-de-France;Données consolidées;2024-01-02;14:30;2024-01-02T14:30:00+01:00;6088;377;4357;5425;12;2;0;119;-4210;0;0;0;0;6.19;15.66;71.57;79.8;89.11;89.2;0.2;2.17;0.03;50.0;1.95;58.62;
32;Hauts-de-France;Données consolidées;2024-01-02;15:00;2024-01-02T15:00:00+01:00;5939;347;4358;5453;9;2;0;121;-4345;0;0;0;0;5.84;14.42;73.38;79.82;91.82;89.66;0.15;1.62;0.03;50.0;2.04;59.61;
32;Hauts-de-France;Données consolidées;2024-01-02;15:30;2024-01-02T15:30:00+01:00;5803;346;4358;5501;7;2;0;120;-4536;0;0;0;0;5.96;14.37;75.1;79.82;94.8;90.45;0.12;1.26;0.03;50.0;2.07;59.11;
32;Hauts-de-France;Données consolidées;2024-01-02;16:00;2024-01-02T16:00:00+01:00;5787;350;4357;5496;5;2;0;119;-4539;0;0;0;0;6.05;14.54;75.29;79.8;94.97;90.37;0.09;0.9;0.03;50.0;2.06;58.62;
32;Hauts-de-France;Données consolidées;2024-01-02;16:30;2024-01-02T16:30:00+01:00;5833;385;4360;5378;3;2;0;121;-4419;0;0;0;0;6.6;16.0;74.75;79.85;92.2;88.42;0.05;0.54;0.03;50.0;2.07;59.61;
32;Hauts-de-France;Données consolidées;2024-01-02;17:00;2024-01-02T17:00:00+01:00;5909;348;4358;5306;0;1;0;109;-4211;0;0;0;0;5.89;14.46;73.75;79.82;89.8;87.24;0.0;0.0;0.02;25.0;1.84;53.69;
32;Hauts-de-France;Données consolidées;2024-01-02;17:30;2024-01-02T17:30:00+01:00;6003;383;4358;5186;0;1;0;113;-4037;0;0;0;0;6.38;15.91;72.6;79.82;86.39;85.27;0.0;0.0;0.02;25.0;1.88;55.67;
32;Hauts-de-France;Données consolidées;2024-01-02;18:00;2024-01-02T18:00:00+01:00;6072;347;4358;5281;0;1;0;110;-4022;0;0;0;0;5.71;14.42;71.77;79.82;86.97;86.83;0.0;0.0;0.02;25.0;1.81;54.19;
32;Hauts-de-France;Données consolidées;2024-01-02;18:30;2024-01-02T18:30:00+01:00;6201;350;4357;5344;0;1;0;113;-3964;0;0;0;0;5.64;14.54;70.26;79.8;86.18;87.87;0.0;0.0;0.02;25.0;1.82;55.67;
32;Hauts-de-France;Données consolidées;2024-01-02;19:00;2024-01-02T19:00:00+01:00;6347;354;4357;5352;0;1;0;112;-3831;0;0;0;0;5.58;14.71;68.65;79.8;84.32;88.0;0.0;0.0;0.02;25.0;1.76;55.17;
32;Hauts-de-France;Données consolidées;2024-01-02;19:30;2024-01-02T19:30:00+01:00;6222;343;4357;5369;0;1;0;112;-3960;0;0;0;0;5.51;14.25;70.03;79.8;86.29;88.28;0.0;0.0;0.02;25.0;1.8;55.17;
32;Hauts-de-France;Données consolidées;2024-01-02;20:00;2024-01-02T20:00:00+01:00;6169;348;4356;5373;0;1;0;111;-4023;0;0;0;0;5.64;14.46;70.61;79.78;87.1;88.34;0.0;0.0;0.02;25.0;1.8;54.68;
32;Hauts-de-France;Données consolidées;2024-01-02;20:30;2024-01-02T20:30:00+01:00;5866;349;4355;5395;0;1;0;113;-4347;0;0;0;0;5.95;14.5;74.24;79.76;91.97;88.7;0.0;0.0;0.02;25.0;1.93;55.67;
32;Hauts-de-France;Données consolidées;2024-01-02;21:00;2024-01-02T21:00:00+01:00;5809;356;4354;5382;0;1;0;113;-4397;0;0;0;0;6.13;14.79;74.95;79.74;92.65;88.49;0.0;0.0;0.02;25.0;1.95;55.67;
32;Hauts-de-France;Données consolidées;2024-01-02;21:30;2024-01-02T21:30:00+01:00;5554;349;4353;5350;0;1;0;117;-4602;0;0;0;0;6.28;14.5;78.38;79.73;96.33;87.96;0.0;0.0;0.02;25.0;2.11;57.64;
32;Hauts-de-France;Données consolidées;2024-01-02;22:00;2024-01-02T22:00:00+01:00;5718;391;4352;5335;0;1;0;119;-4470;0;0;0;0;6.84;16.24;76.11;79.71;93.3;87.72;0.0;0.0;0.02;25.0;2.08;58.62;
32;Hauts-de-France;Données consolidées;2024-01-02;22:30;2024-01-02T22:30:00+01:00;5536;334;4351;5344;0;1;0;118;-4598;0;0;0;0;6.03;13.88;78.59;79.69;96.53;87.87;0.0;0.0;0.02;25.0;2.13;58.13;
32;Hauts-de-France;Données consolidées;2024-01-02;23:00;2024-01-02T23:00:00+01:00;5563;370;4350;5330;0;1;0;120;-4608;0;0;0;0;6.65;15.37;78.2;79.67;95.81;87.64;0.0;0.0;0.02;25.0;2.16;59.11;
32;Hauts-de-France;Données consolidées;2024-01-02;23:30;2024-01-02T23:30:00+01:00;5411;340;4350;5346;0;1;0;119;-4754;0;0;0;0;6.28;14.13;80.39;79.67;98.8;87.9;0.0;0.0;0.02;25.0;2.2;58.62;
32;Hauts-de-France;Données consolidées;2024-01-03;00:00;2024-01-03T00:00:00+01:00;5601;333;4350;5325;0;1;0;121;-4538;0;0;0;0;5.95;13.83;77.66;79.67;95.07;87.55;0.0;0.0;0.02;25.0;2.16;59.61;
32;Hauts-de-France;Données consolidées;2024-01-03;00:30;2024-01-03T00:30:00+01:00;5673;344;4350;5310;0;1;0;120;-4457;0;0;0;0;6.06;14.29;76.68;79.67;93.6;87.31;0.0;0.0;0.02;25.0;2.12;59.11;
32;Hauts-de-France;Données consolidées;2024-01-03;01:00;2024-01-03T01:00:00+01:00;5395;338;4352;5289;0;1;0;118;-4706;0;0;0;0;6.27;14.04;80.67;79.71;98.04;86.96;0.0;0.0;0.02;25.0;2.19;58.13;
32;Hauts-de-France;Données consolidées;2024-01-03;01:30;2024-01-03T01:30:00+01:00;5428;340;4353;5185;0;1;0;122;-4567;0;0;0;0;6.26;14.13;80.2;79.73;95.52;85.25;0.0;0.0;0.02;25.0;2.25;60.1;
32;Hauts-de-France;Données consolidées;2024-01-03;02:00;2024-01-03T02:00:00+01:00;5463;331;4356;3763;0;1;0;121;-3121;0;0;0;0;6.06;13.75;79.74;79.78;68.88;61.87;0.0;0.0;0.02;25.0;2.21;59.61;
32;Hauts-de-France;Données consolidées;2024-01-03;02:30;2024-01-03T02:30:00+01:00;5160;357;4356;2982;0;1;0;121;-2646;0;0;0;0;6.92;14.83;84.42;79.78;57.79;49.03;0.0;0.0;0.02;25.0;2.34;59.61;
32;Hauts-de-France;Données consolidées;2024-01-03;03:00;2024-01-03T03:00:00+01:00;4867;335;4357;2980;0;1;0;119;-2920;0;0;0;0;6.88;13.92;89.52;79.8;61.23;49.0;0.0;0.0;0.02;25.0;2.45;58.62;
32;Hauts-de-France;Données consolidées;2024-01-03;03:30;2024-01-03T03:30:00+01:00;4928;360;4357;2977;0;1;0;120;-2886;0;0;0;0;7.31;14.96;88.41;79.8;60.41;48.95;0.0;0.0;0.02;25.0;2.44;59.11;
32;Hauts-de-France;Données consolidées;2024-01-03;04:00;2024-01-03T04:00:00+01:00;4797;338;4357;2970;0;1;0;121;-2988;0;0;0;0;7.05;14.04;90.83;79.8;61.91;48.83;0.0;0.0;0.02;25.0;2.52;59.61;
32;Hauts-de-France;Données consolidées;2024-01-03;04:30;2024-01-03T04:30:00+01:00;4812;386;4358;3012;0;1;0;119;-3068;0;0;0;0;8.02;16.04;90.57;79.82;62.59;49.52;0.0;0.0;0.02;25.0;2.47;58.62;
32;Hauts-de-France;Données consolidées;2024-01-03;05:00;2024-01-03T05:00:00+01:00;4890;356;4357;2959;0;1;0;119;-2897;0;0;0;0;7.28;14.79;89.1;79.8;60.51;48.65;0.0;0.0;0.02;25.0;2.43;58.62;
32;Hauts-de-France;Données consolidées;2024-01-03;05:30;2024-01-03T05:30:00+01:00;5049;342;4357;5064;0;1;0;120;-4833;0;0;0;0;6.77;14.21;86.29;79.8;100.3;83.26;0.0;0.0;0.02;25.0;2.38;59.11;
