Code INSEE région;Région;Nature;Date;Heure;Date - Heure;Consommation (MW);Thermique (MW);Nucléaire (MW);Eolien (MW);Solaire (MW);Hydraulique (MW);Pompage (MW);Bioénergies (MW);Ech. physiques (MW);Stockage batterie;Déstockage batterie;Eolien terrestre;Eolien offshore;TCO Thermique (%);TCH Thermique (%);TCO Nucléaire (%);TCH Nucléaire (%);TCO Eolien (%);TCH Eolien (%);TCO Solaire (%);TCH Solaire (%);TCO Hydraulique (%);TCH Hydraulique (%);TCO Bioénergies (%);TCH Bioénergies (%);Column 30
32;Hauts-de-France;Données consolidées;2024-03-18;23:30;2024-03-18T23:30:00+01:00;5344;298;4573;95;0;2;0;119;259;0;0;0;0;5.58;12.38;85.57;83.75;1.78;1.56;0.0;0.0;0.04;50.0;2.23;58.62;
32;Hauts-de-France;Données consolidées;2024-03-19;00:00;2024-03-19T00:00:00+01:00;5038;291;4572;117;0;2;0;117;-61;0;0;0;0;5.78;12.09;90.75;83.74;2.32;1.92;0.0;0.0;0.04;50.0;2.32;57.64;
32;Hauts-de-France;Données consolidées;2024-03-19;00:30;2024-03-19T00:30:00+01:00;5305;303;4571;154;0;2;0;118;156;0;0;0;0;5.71;12.59;86.16;83.72;2.9;2.53;0.0;0.0;0.04;50.0;2.22;58.13;
32;Hauts-de-France;Données consolidées;2024-03-19;01:00;2024-03-19T01:00:00+01:00;5338;315;4438;184;0;2;0;122;288;0;0;0;0;5.9;13.09;83.14;81.28;3.45;3.03;0.0;0.0;0.04;50.0;2.29;60.1;
32;Hauts-de-France;Données consolidées;2024-03-19;01:30;2024-03-19T01:30:00+01:00;5063;290;4479;237;0;2;0;119;-64;0;0;0;0;5.73;12.05;88.47;82.03;4.68;3.9;0.0;0.0;0.04;50.0;2.35;58.62;
32;Hauts-de-France;Données consolidées;2024-03-19;02:00;2024-03-19T02:00:00+01:00;5047;318;4439;298;0;2;0;118;-115;0;0;0;0;6.3;13.21;87.95;81.3;5.9;4.9;0.0;0.0;0.04;50.0;2.34;58.13;
32;Hauts-de-France;Données consolidées;2024-03-19;02:30;2024-03-19T02:30:00+01:00;4788;297;4492;309;0;2;0;119;-433;0;0;0;0;6.2;12.34;93.82;82.27;6.45;5.08;0.0;0.0;0.04;50.0;2.49;58.62;
32;Hauts-de-France;Données consolidées;2024-03-19;03:00;2024-03-19T03:00:00+01:00;4933;322;4438;288;0;2;0;119;-227;0;0;0;0;6.53;13.38;89.97;81.28;5.84;4.74;0.0;0.0;0.04;50.0;2.41;58.62;
32;Hauts-de-France;Données consolidées;2024-03-19;03:30;2024-03-19T03:30:00+01:00;4619;330;4532;297;0;2;0;119;-663;0;0;0;0;7.14;13.71;98.12;83.0;6.43;4.88;0.0;0.0;0.04;50.0;2.58;58.62;
32;Hauts-de-France;Données consolidées;2024-03-19;04:00;2024-03-19T04:00:00+01:00;4480;283;4513;340;0;2;0;120;-778;0;0;0;0;6.32;11.76;100.74;82.66;7.59;5.59;0.0;0.0;0.04;50.0;2.68;59.11;
32;Hauts-de-France;Données consolidées;2024-03-19;04:30;2024-03-19T04:30:00+01:00;4616;279;4503;394;0;2;0;118;-683;0;0;0;0;6.04;11.59;97.55;82.47;8.54;6.48;0.0;0.0;0.04;50.0;2.56;58.13;
32;Hauts-de-France;Données consolidées;2024-03-19;05:00;2024-03-19T05:00:00+01:00;4544;279;4516;435;0;2;0;120;-810;0;0;0;0;6.14;11.59;99.38;82.71;9.57;7.15;0.0;0.0;0.04;50.0;2.64;59.11;
32;Hauts-de-France;Données consolidées;2024-03-19;05:30;2024-03-19T05:30:00+01:00;4861;280;4491;470;0;2;0;120;-499;0;0;0;0;5.76;11.63;92.39;82.25;9.67;7.73;0.0;0.0;0.04;50.0;2.47;59.11;
32;Hauts-de-France;Données consolidées;2024-03-19;06:00;2024-03-19T06:00:00+01:00;4877;288;4551;426;0;2;0;120;-507;0;0;0;0;5.91;11.97;93.32;83.35;8.73;7.0;0.0;0.0;0.04;50.0;2.46;59.11;
32;Hauts-de-France;Données consolidées;2024-03-19;06:30;2024-03-19T06:30:00+01:00;5339;300;4563;414;0;2;0;118;-56;0;0;0;0;5.62;12.46;85.47;83.57;7.75;6.81;0.0;0.0;0.04;50.0;2.21;58.13;
32;Hauts-de-France;Données consolidées;2024-03-19;07:00;2024-03-19T07:00:00+01:00;5541;302;4562;405;0;2;0;119;152;0;0;0;0;5.45;12.55;82.33;83.55;7.31;6.66;0.0;0.0;0.04;50.0;2.15;58.62;
32;Hauts-de-France;Données consolidées;2024-03-19;07:30;2024-03-19T07:30:00+01:00;5586;305;4563;429;13;2;0;118;154;0;0;0;0;5.46;12.67;81.69;83.57;7.68;7.05;0.23;2.35;0.04;50.0;2.11;58.13;
32;Hauts-de-France;Données consolidées;2024-03-19;08:00;2024-03-19T08:00:00+01:00;6240;305;4562;478;42;2;0;116;732;0;0;0;0;4.89;12.67;73.11;83.55;7.66;7.86;0.67;7.58;0.03;50.0;1.86;57.14;
32;Hauts-de-France;Données consolidées;2024-03-19;08:30;2024-03-19T08:30:00+01:00;5815;305;4562;417;59;2;0;117;358;0;0;0;0;5.25;12.67;78.45;83.55;7.17;6.86;1.01;10.65;0.03;50.0;2.01;57.64;
32;Hauts-de-France;Données consolidées;2024-03-19;09:00;2024-03-19T09:00:00+01:00;5849;304;4561;304;86;2;0;118;487;0;0;0;0;5.2;12.63;77.98;83.53;5.2;5.0;1.47;15.52;0.03;50.0;2.02;58.13;
32;Hauts-de-France;Données consolidées;2024-03-19;09:30;2024-03-19T09:30:00+01:00;5649;301;4562;166;134;2;0;121;366;0;0;0;0;5.33;12.51;80.76;83.55;2.94;2.73;2.37;24.19;0.04;50.0;2.14;59.61;
32;Hauts-de-France;Données consolidées;2024-03-19;10:00;2024-03-19T10:00:00+01:00;5625;301;4560;95;196;2;0;116;371;0;0;0;0;5.35;12.51;81.07;83.52;1.69;1.56;3.48;35.38;0.04;50.0;2.06;57.14;
32;Hauts-de-France;Données consolidées;2024-03-19;10:30;2024-03-19T10:30:00+01:00;5637;300;4559;75;262;2;0;116;333;0;0;0;0;5.32;12.46;80.88;83.5;1.33;1.23;4.65;47.29;0.04;50.0;2.06;57.14;
32;Hauts-de-France;Données consolidées;2024-03-19;11:00;2024-03-19T11:00:00+01:00;5647;299;4558;110;318;2;0;116;253;0;0;0;0;5.29;12.42;80.72;83.48;1.95;1.81;5.63;57.4;0.04;50.0;2.05;57.14;
32;Hauts-de-France;Données consolidées;2024-03-19;11:30;2024-03-19T11:30:00+01:00;5488;280;4557;197;352;2;0;115;-5;0;0;0;0;5.1;11.63;83.04;83.46;3.59;3.24;6.41;63.54;0.04;50.0;2.1;56.65;
32;Hauts-de-France;Données consolidées;2024-03-19;12:00;2024-03-19T12:00:00+01:00;5603;278;4556;238;361;2;0;118;49;0;0;0;0;4.96;11.55;81.31;83.44;4.25;3.91;6.44;65.16;0.04;50.0;2.11;58.13;
32;Hauts-de-France;Données consolidées;2024-03-19;12:30;2024-03-19T12:30:00+01:00;5408;276;4550;268;312;2;0;119;-131;0;0;0;0;5.1;11.47;84.13;83.33;4.96;4.41;5.77;56.32;0.04;50.0;2.2;58.62;
32;Hauts-de-France;Données consolidées;2024-03-19;13:00;2024-03-19T13:00:00+01:00;5465;279;4546;267;329;2;0;118;-87;0;0;0;0;5.11;11.59;83.18;83.26;4.89;4.39;6.02;59.39;0.04;50.0;2.16;58.13;
32;Hauts-de-France;Données consolidées;2024-03-19;13:30;2024-03-19T13:30:00+01:00;5417;277;4544;284;270;2;0;120;-87;0;0;0;0;5.11;11.51;83.88;83.22;5.24;4.67;4.98;48.74;0.04;50.0;2.22;59.11;
32;Hauts-de-France;Données consolidées;2024-03-19;14:00;2024-03-19T14:00:00+01:00;5311;277;4542;301;281;2;0;118;-215;0;0;0;0;5.22;11.51;85.52;83.19;5.67;4.95;5.29;50.72;0.04;50.0;2.22;58.13;
32;Hauts-de-France;Données consolidées;2024-03-19;14:30;2024-03-19T14:30:00+01:00;5204;217;4541;296;226;2;0;118;-197;0;0;0;0;4.17;9.02;87.26;83.17;5.69;4.87;4.34;40.79;0.04;50.0;2.27;58.13;
32;Hauts-de-France;Données consolidées;2024-03-19;15:00;2024-03-19T15:00:00+01:00;5075;217;4540;291;234;2;0;120;-317;0;0;0;0;4.28;9.02;89.46;83.15;5.73;4.78;4.61;42.24;0.04;50.0;2.36;59.11;
32;Hauts-de-France;Données consolidées;2024-03-19;15:30;2024-03-19T15:30:00+01:00;5161;215;4539;236;221;2;0;120;-155;0;0;0;0;4.17;8.93;87.95;83.13;4.57;3.88;4.28;39.89;0.04;50.0;2.33;59.11;
32;Hauts-de-France;Données consolidées;2024-03-19;16:00;2024-03-19T16:00:00+01:00;4970;246;4540;179;191;2;0;120;-305;0;0;0;0;4.95;10.22;91.35;83.15;3.6;2.94;3.84;34.48;0.04;50.0;2.41;59.11;
32;Hauts-de-France;Données consolidées;2024-03-19;16:30;2024-03-19T16:30:00+01:00;5010;322;4541;120;172;2;0;119;-267;0;0;0;0;6.43;13.38;90.64;83.17;2.4;1.97;3.43;31.05;0.04;50.0;2.38;58.62;
32;Hauts-de-France;Données consolidées;2024-03-19;17:00;2024-03-19T17:00:00+01:00;4965;373;4542;82;125;2;0;121;-282;0;0;0;0;7.51;15.5;91.48;83.19;1.65;1.35;2.52;22.56;0.04;50.0;2.44;59.61;
32;Hauts-de-France;Données consolidées;2024-03-19;17:30;2024-03-19T17:30:00+01:00;5129;422;4481;60;75;2;0;118;-42;0;0;0;0;8.23;17.53;87.37;82.07;1.17;0.99;1.46;13.54;0.04;50.0;2.3;58.13;
32;Hauts-de-France;Données consolidées;2024-03-19;18:00;2024-03-19T18:00:00+01:00;5180;537;4520;48;38;2;0;121;-105;0;0;0;0;10.37;22.31;87.26;82.78;0.93;0.79;0.73;6.86;0.04;50.0;2.34;59.61;
32;Hauts-de-France;Données consolidées;2024-03-19;18:30;2024-03-19T18:30:00+01:00;5250;730;4513;35;15;2;0;120;-163;0;0;0;0;13.9;30.33;85.96;82.66;0.67;0.58;0.29;2.71;0.04;50.0;2.29;59.11;
32;Hauts-de-France;Données consolidées;2024-03-19;19:00;2024-03-19T19:00:00+01:00;5349;801;4549;35;0;2;0;117;-155;0;0;0;0;14.97;33.28;85.04;83.32;0.65;0.58;0.0;0.0;0.04;50.0;2.19;57.64;
32;Hauts-de-France;Données consolidées;2024-03-19;19:30;2024-03-19T19:30:00+01:00;5648;1065;4551;53;0;2;0;120;-142;0;0;0;0;18.86;44.25;80.58;83.35;0.94;0.87;0.0;0.0;0.04;50.0;2.12;59.11;
32;Hauts-de-France;Données consolidées;2024-03-19;20:00;2024-03-19T20:00:00+01:00;5733;896;4551;65;0;2;0;122;111;0;0;0;0;15.63;37.22;79.38;83.35;1.13;1.07;0.0;0.0;0.03;50.0;2.13;60.1;
32;Hauts-de-France;Données consolidées;2024-03-19;20:30;2024-03-19T20:30:00+01:00;5455;1059;4552;93;0;2;0;121;-372;0;0;0;0;19.41;44.0;83.45;83.37;1.7;1.53;0.0;0.0;0.04;50.0;2.22;59.61;
32;Hauts-de-France;Données consolidées;2024-03-19;21:00;2024-03-19T21:00:00+01:00;5144;759;4552;117;0;2;0;119;-394;0;0;0;0;14.76;31.53;88.49;83.37;2.27;1.92;0.0;0.0;0.04;50.0;2.31;58.62;
32;Hauts-de-France;Données consolidées;2024-03-19;21:30;2024-03-19T21:30:00+01:00;4879;879;4553;119;0;2;0;120;-788;0;0;0;0;18.02;36.52;93.32;83.39;2.44;1.96;0.0;0.0;0.04;50.0;2.46;59.11;
32;Hauts-de-France;Données consolidées;2024-03-19;22:00;2024-03-19T22:00:00+01:00;4933;865;4552;133;0;2;0;119;-739;0;0;0;0;17.53;35.94;92.28;83.37;2.7;2.19;0.0;0.0;0.04;50.0;2.41;58.62;
32;Hauts-de-France;Données consolidées;2024-03-19;22:30;2024-03-19T22:30:00+01:00;5026;935;4552;169;0;2;0;116;-750;0;0;0;0;18.6;38.85;90.57;83.37;3.36;2.78;0.0;0.0;0.04;50.0;2.31;57.14;
32;Hauts-de-France;Données consolidées;2024-03-19;23:00;2024-03-19T23:00:00+01:00;5158;1032;4551;207;0;2;0;119;-756;0;0;0;0;20.01;42.87;88.23;83.35;4.01;3.4;0.0;0.0;0.04;50.0;2.31;58.62;
32;Hauts-de-France;Données consolidées;2024-03-19;23:30;2024-03-19T23:30:00+01:00;4935;926;4550;213;0;2;0;122;-878;0;0;0;0;18.76;38.47;92.2;83.33;4.32;3.5;0.0;0.0;0.04;50.0;2.47;60.1;
32;Hauts-de-France;Données consolidées;2024-03-20;00:00;2024-03-20T00:00:00+01:00;5114;894;4549;228;0;2;0;123;-683;0;0;0;0;17.48;37.14;88.95;83.32;4.46;3.75;0.0;0.0;0.04;50.0;2.41;60.59;
32;Hauts-de-France;Données consolidées;2024-03-20;00:30;2024-03-20T00:30:00+01:00;5018;829;4548;188;0;2;0;121;-668;0;0;0;0;16.52;34.44;90.63;83.3;3.75;3.09;0.0;0.0;0.04;50.0;2.41;59.61;
32;Hauts-de-France;Données consolidées;2024-03-20;01:00;2024-03-20T01:00:00+01:00;4945;218;4546;139;0;2;0;123;-82;0;0;0;0;4.41;9.06;91.93;83.26;2.81;2.29;0.0;0.0;0.04;50.0;2.49;60.59;
32;Hauts-de-France;Données consolidées;2024-03-20;01:30;2024-03-20T01:30:00+01:00;4928;220;4545;117;0;2;0;124;-80;0;0;0;0;4.46;9.14;92.23;83.24;2.37;1.92;0.0;0.0;0.04;50.0;2.52;61.08;
32;Hauts-de-France;Données consolidées;2024-03-20;02:00;2024-03-20T02:00:00+01:00;4776;222;4544;145;0;2;0;125;-261;0;0;0;0;4.65;9.22;95.14;83.22;3.04;2.38;0.0;0.0;0.04;50.0;2.62;61.58;
32;Hauts-de-France;Données consolidées;2024-03-20;02:30;2024-03-20T02:30:00+01:00;4681;223;4543;169;0;2;0;127;-384;0;0;0;0;4.76;9.26;97.05;83.21;3.61;2.78;0.0;0.0;0.04;50.0;2.71;62.56;
32;Hauts-de-France;Données consolidées;2024-03-20;03:00;2024-03-20T03:00:00+01:00;4623;223;4541;189;0;2;0;125;-457;0;0;0;0;4.82;9.26;98.23;83.17;4.09;3.11;0.0;0.0;0.04;50.0;2.7;61.58;
32;Hauts-de-France;Données consolidées;2024-03-20;03:30;2024-03-20T03:30:00+01:00;4600;220;4540;207;0;2;0;123;-490;0;0;0;0;4.78;9.14;98.7;83.15;4.5;3.4;0.0;0.0;0.04;50.0;2.67;60.59;
32;Hauts-de-France;Données consolidées;2024-03-20;04:00;2024-03-20T04:00:00+01:00;4436;220;4538;243;0;2;0;123;-690;0;0;0;0;4.96;9.14;102.3;83.11;5.48;4.0;0.0;0.0;0.05;50.0;2.77;60.59;
32;Hauts-de-France;Données consolidées;2024-03-20;04:30;2024-03-20T04:30:00+01:00;4583;224;4512;256;0;2;0;126;-535;0;0;0;0;4.89;9.31;98.45;82.64;5.59;4.21;0.0;0.0;0.04;50.0;2.75;62.07;
32;Hauts-de-France;Données consolidées;2024-03-20;05:00;2024-03-20T05:00:00+01:00;4521;223;4476;290;0;2;0;126;-593;0;0;0;0;4.93;9.26;99.0;81.98;6.41;4.77;0.0;0.0;0.04;50.0;2.79;62.07;
32;Hauts-de-France;Données consolidées;2024-03-20;05:30;2024-03-20T05:30:00+01:00;4763;224;4471;264;0;2;0;123;-319;0;0;0;0;4.7;9.31;93.87;81.89;5.54;4.34;0.0;0.0;0.04;50.0;2.58;60.59;
32;Hauts-de-France;Données consolidées;2024-03-20;06:00;2024-03-20T06:00:00+01:00;4788;228;4507;241;0;2;0;120;-307;0;0;0;0;4.76;9.47;94.13;82.55;5.03;3.96;0.0;0.0;0.04;50.0;2.51;59.11;
32;Hauts-de-France;Données consolidées;2024-03-20;06:30;2024-03-20T06:30:00+01:00;5197;228;4546;260;0;2;0;123;40;0;0;0;0;4.39;9.47;87.47;83.26;5.0;4.27;0.0;0.0;0.04;50.0;2.37;60.59;
32;Hauts-de-France;Données consolidées;2024-03-20;07:00;2024-03-20T07:00:00+01:00;5236;235;4549;274;0;2;0;122;56;0;0;0;0;4.49;9.76;86.88;83.32;5.23;4.51;0.0;0.0;0.04;50.0;2.33;60.1;
32;Hauts-de-France;Données consolidées;2024-03-20;07:30;2024-03-20T07:30:00+01:00;5522;248;4549;286;16;2;0;117;306;0;0;0;0;4.49;10.3;82.38;83.32;5.18;4.7;0.29;2.89;0.04;50.0;2.12;57.64;
32;Hauts-de-France;Données consolidées;2024-03-20;08:00;2024-03-20T08:00:00+01:00;5862;247;4550;282;43;2;0;119;620;0;0;0;0;4.21;10.26;77.62;83.33;4.81;4.64;0.73;7.76;0.03;50.0;2.03;58.62;
32;Hauts-de-France;Données consolidées;2024-03-20;08:30;2024-03-20T08:30:00+01:00;5720;248;4551;276;77;2;0;121;445;0;0;0;0;4.34;10.3;79.56;83.35;4.83;4.54;1.35;13.9;0.03;50.0;2.12;59.61;
32;Hauts-de-France;Données consolidées;2024-03-20;09:00;2024-03-20T09:00:00+01:00;5568;234;4552;250;112;2;0;117;313;0;0;0;0;4.2;9.72;81.75;83.37;4.49;4.11;2.01;20.22;0.04;50.0;2.1;57.64;
32;Hauts-de-France;Données consolidées;2024-03-20;09:30;2024-03-20T09:30:00+01:00;5564;230;4552;209;162;2;0;123;289;0;0;0;0;4.13;9.56;81.81;83.37;3.76;3.44;2.91;29.24;0.04;50.0;2.21;60.59;
32;Hauts-de-France;Données consolidées;2024-03-20;10:00;2024-03-20T10:00:00+01:00;5493;229;4551;112;213;2;0;123;271;0;0;0;0;4.17;9.51;82.85;83.35;2.04;1.84;3.88;38.45;0.04;50.0;2.24;60.59;
32;Hauts-de-France;Données consolidées;2024-03-20;10:30;2024-03-20T10:30:00+01:00;5428;229;4409;53;256;2;0;122;365;0;0;0;0;4.22;9.51;81.23;80.75;0.98;0.87;4.72;46.21;0.04;50.0;2.25;60.1;
32;Hauts-de-France;Données consolidées;2024-03-20;11:00;2024-03-20T11:00:00+01:00;5471;224;4408;32;280;2;0;123;416;0;0;0;0;4.09;9.31;80.57;80.73;0.58;0.53;5.12;50.54;0.04;50.0;2.25;60.59;
32;Hauts-de-France;Données consolidées;2024-03-20;11:30;2024-03-20T11:30:00+01:00;5464;224;4466;23;292;2;0;125;328;0;0;0;0;4.1;9.31;81.73;81.79;0.42;0.38;5.34;52.71;0.04;50.0;2.29;61.58;
32;Hauts-de-France;Données consolidées;2024-03-20;12:00;2024-03-20T12:00:00+01:00;5568;221;4476;16;314;2;0;125;410;0;0;0;0;3.97;9.18;80.39;81.98;0.29;0.26;5.64;56.68;0.04;50.0;2.24;61.58;
32;Hauts-de-France;Données consolidées;2024-03-20;12:30;2024-03-20T12:30:00+01:00;5502;227;4458;14;331;2;0;124;337;0;0;0;0;4.13;9.43;81.03;81.65;0.25;0.23;6.02;59.75;0.04;50.0;2.25;61.08;
32;Hauts-de-France;Données consolidées;2024-03-20;13:00;2024-03-20T13:00:00+01:00;5618;226;4464;16;327;2;0;125;448;0;0;0;0;4.02;9.39;79.46;81.76;0.28;0.26;5.82;59.03;0.04;50.0;2.22;61.58;
32;Hauts-de-France;Données consolidées;2024-03-20;13:30;2024-03-20T13:30:00+01:00;5490;220;4459;19;294;2;0;127;368;0;0;0;0;4.01;9.14;81.22;81.67;0.35;0.31;5.36;53.07;0.04;50.0;2.31;62.56;
32;Hauts-de-France;Données consolidées;2024-03-20;14:00;2024-03-20T14:00:00+01:00;5329;222;4536;21;284;2;0;126;142;0;0;0;0;4.17;9.22;85.12;83.08;0.39;0.35;5.33;51.26;0.04;50.0;2.36;62.07;
32;Hauts-de-France;Données consolidées;2024-03-20;14:30;2024-03-20T14:30:00+01:00;5420;221;4542;16;267;2;0;127;246;0;0;0;0;4.08;9.18;83.8;83.19;0.3;0.26;4.93;48.19;0.04;50.0;2.34;62.56;
32;Hauts-de-France;Données consolidées;2024-03-20;15:00;2024-03-20T15:00:00+01:00;4945;222;4540;14;229;2;0;127;-188;0;0;0;0;4.49;9.22;91.81;83.15;0.28;0.23;4.63;41.34;0.04;50.0;2.57;62.56;
32;Hauts-de-France;Données consolidées;2024-03-20;15:30;2024-03-20T15:30:00+01:00;5255;223;4539;14;194;2;0;130;171;0;0;0;0;4.24;9.26;86.37;83.13;0.27;0.23;3.69;35.02;0.04;50.0;2.47;64.04;
32;Hauts-de-France;Données consolidées;2024-03-20;16:00;2024-03-20T16:00:00+01:00;5123;223;4538;15;158;2;0;128;60;0;0;0;0;4.35;9.26;88.58;83.11;0.29;0.25;3.08;28.52;0.04;50.0;2.5;63.05;
32;Hauts-de-France;Données consolidées;2024-03-20;16:30;2024-03-20T16:30:00+01:00;5099;222;4537;19;147;2;0;128;40;0;0;0;0;4.35;9.22;88.98;83.1;0.37;0.31;2.88;26.53;0.04;50.0;2.51;63.05;
32;Hauts-de-France;Données consolidées;2024-03-20;17:00;2024-03-20T17:00:00+01:00;4886;221;4536;18;118;2;0;127;-139;0;0;0;0;4.52;9.18;92.84;83.08;0.37;0.3;2.42;21.3;0.04;50.0;2.6;62.56;
32;Hauts-de-France;Données consolidées;2024-03-20;17:30;2024-03-20T17:30:00+01:00;5169;221;4536;17;83;2;0;129;171;0;0;0;0;4.28;9.18;87.75;83.08;0.33;0.28;1.61;14.98;0.04;50.0;2.5;63.55;
32;Hauts-de-France;Données consolidées;2024-03-20;18:00;2024-03-20T18:00:00+01:00;5172;219;4536;21;59;2;0;130;194;0;0;0;0;4.23;9.1;87.7;83.08;0.41;0.35;1.14;10.65;0.04;50.0;2.51;64.04;
32;Hauts-de-France;Données consolidées;2024-03-20;18:30;2024-03-20T18:30:00+01:00;5416;315;4538;20;20;2;0;125;397;0;0;0;0;5.82;13.09;83.79;83.11;0.37;0.33;0.37;3.61;0.04;50.0;2.31;61.58;
32;Hauts-de-France;Données consolidées;2024-03-20;19:00;2024-03-20T19:00:00+01:00;5354;476;4541;29;2;2;0;124;183;0;0;0;0;8.89;19.78;84.82;83.17;0.54;0.48;0.04;0.36;0.04;50.0;2.32;61.08;
32;Hauts-de-France;Données consolidées;2024-03-20;19:30;2024-03-20T19:30:00+01:00;5750;660;4543;42;0;2;0;126;378;0;0;0;0;11.48;27.42;79.01;83.21;0.73;0.69;0.0;0.0;0.03;50.0;2.19;62.07;
32;Hauts-de-France;Données consolidées;2024-03-20;20:00;2024-03-20T20:00:00+01:00;5666;659;4547;58;0;2;0;124;278;0;0;0;0;11.63;27.38;80.25;83.28;1.02;0.95;0.0;0.0;0.04;50.0;2.19;61.08;
32;Hauts-de-France;Données consolidées;2024-03-20;20:30;2024-03-20T20:30:00+01:00;5366;670;4548;99;0;2;0;125;-78;0;0;0;0;12.49;27.84;84.76;83.3;1.84;1.63;0.0;0.0;0.04;50.0;2.33;61.58;
32;Hauts-de-France;Données consolidées;2024-03-20;21:00;2024-03-20T21:00:00+01:00;5627;673;4550;132;0;2;0;124;162;0;0;0;0;11.96;27.96;80.86;83.33;2.35;2.17;0.0;0.0;0.04;50.0;2.2;61.08;
32;Hauts-de-France;Données consolidées;2024-03-20;21:30;2024-03-20T21:30:00+01:00;5090;638;4550;185;0;2;0;123;-399;0;0;0;0;12.53;26.51;89.39;83.33;3.63;3.04;0.0;0.0;0.04;50.0;2.42;60.59;
32;Hauts-de-France;Données consolidées;2024-03-20;22:00;2024-03-20T22:00:00+01:00;5229;245;4551;243;0;2;0;126;77;0;0;0;0;4.69;10.18;87.03;83.35;4.65;4.0;0.0;0.0;0.04;50.0;2.41;62.07;
32;Hauts-de-France;Données consolidées;2024-03-20;22:30;2024-03-20T22:30:00+01:00;5041;225;4551;355;0;2;0;124;-215;0;0;0;0;4.46;9.35;90.28;83.35;7.04;5.84;0.0;0.0;0.04;50.0;2.46;61.08;
32;Hauts-de-France;Données consolidées;2024-03-20;23:00;2024-03-20T23:00:00+01:00;5094;227;4550;398;0;2;0;125;-214;0;0;0;0;4.46;9.43;89.32;83.33;7.81;6.54;0.0;0.0;0.04;50.0;2.45;61.58;
32;Hauts-de-France;Données consolidées;2024-03-20;23:30;2024-03-20T23:30:00+01:00;5162;229;4551;400;0;2;0;128;-157;0;0;0;0;4.44;9.51;88.16;83.35;7.75;6.58;0.0;0.0;0.04;50.0;2.48;63.05;
32;Hauts-de-France;Données consolidées;2024-03-21;00:00;2024-03-21T00:00:00+01:00;5408;228;4549;355;0;2;0;129;134;0;0;0;0;4.22;9.47;84.12;83.32;6.56;5.84;0.0;0.0;0.04;50.0;2.39;63.55;
32;Hauts-de-France;Données consolidées;2024-03-21;00:30;2024-03-21T00:30:00+01:00;5205;224;4548;260;0;2;0;127;43;0;0;0;0;4.3;9.31;87.38;83.3;5.0;4.27;0.0;0.0;0.04;50.0;2.44;62.56;
32;Hauts-de-France;Données consolidées;2024-03-21;01:00;2024-03-21T01:00:00+01:00;4910;222;4548;336;0;2;0;124;-324;0;0;0;0;4.52;9.22;92.63;83.3;6.84;5.52;0.0;0.0;0.04;50.0;2.53;61.08;
32;Hauts-de-France;Données consolidées;2024-03-21;01:30;2024-03-21T01:30:00+01:00;4843;221;4547;513;0;2;0;128;-566;0;0;0;0;4.56;9.18;93.89;83.28;10.59;8.43;0.0;0.0;0.04;50.0;2.64;63.05;
32;Hauts-de-France;Données consolidées;2024-03-21;02:00;2024-03-21T02:00:00+01:00;4726;221;4546;635;0;2;0;131;-807;0;0;0;0;4.68;9.18;96.19;83.26;13.44;10.44;0.0;0.0;0.04;50.0;2.77;64.53;
32;Hauts-de-France;Données consolidées;2024-03-21;02:30;2024-03-21T02:30:00+01:00;4803;216;4461;563;0;2;0;131;-567;0;0;0;0;4.5;8.97;92.88;81.7;11.72;9.26;0.0;0.0;0.04;50.0;2.73;64.53;
32;Hauts-de-France;Données consolidées;2024-03-21;03:00;2024-03-21T03:00:00+01:00;4796;216;4438;501;0;2;0;130;-488;0;0;0;0;4.5;8.97;92.54;81.28;10.45;8.24;0.0;0.0;0.04;50.0;2.71;64.04;
32;Hauts-de-France;Données consolidées;2024-03-21;03:30;2024-03-21T03:30:00+01:00;4586;216;3956;424;0;2;0;130;-142;0;0;0;0;4.71;8.97;86.26;72.45;9.25;6.97;0.0;0.0;0.04;50.0;2.83;64.04;
32;Hauts-de-France;Données consolidées;2024-03-21;04:00;2024-03-21T04:00:00+01:00;4491;216;4205;444;0;2;0;127;-503;0;0;0;0;4.81;8.97;93.63;77.01;9.89;7.3;0.0;0.0;0.04;50.0;2.83;62.56;
32;Hauts-de-France;Données consolidées;2024-03-21;04:30;2024-03-21T04:30:00+01:00;4636;216;4422;579;0;2;0;124;-709;0;0;0;0;4.66;8.97;95.38;80.99;12.49;9.52;0.0;0.0;0.04;50.0;2.67;61.08;
32;Hauts-de-France;Données consolidées;2024-03-21;05:00;2024-03-21T05:00:00+01:00;4459;214;4431;744;0;2;0;125;-1057;0;0;0;0;4.8;8.89;99.37;81.15;16.69;12.23;0.0;0.0;0.04;50.0;2.8;61.58;
32;Hauts-de-France;Données consolidées;2024-03-21;05:30;2024-03-21T05:30:00+01:00;4766;216;4457;750;0;2;0;125;-783;0;0;0;0;4.53;8.97;93.52;81.63;15.74;12.33;0.0;0.0;0.04;50.0;2.62;61.58;
32;Hauts-de-France;Données consolidées;2024-03-21;06:00;2024-03-21T06:00:00+01:00;4837;219;4436;718;0;2;0;126;-663;0;0;0;0;4.53;9.1;91.71;81.25;14.84;11.81;0.0;0.0;0.04;50.0;2.6;62.07;
