hour_index,price_eur_mwh,h2_elec_cost_eur_per_kg,h2_total_cost_eur_per_kg_fixed2024,h2_total_cost_eur_per_kg_fixed2023,h2_total_cost_eur_per_kg_fixed2022
187,185.53,9.64756,13.764509,13.382536246734356,12.20469
188,159.47,8.29244,12.409389,12.027416246734354,10.84957
189,126.09,6.55668,10.673629,10.291656246734355,9.11381
190,123.73,6.43396,10.550909,10.168936246734354,8.99109
191,147.94,7.69288,11.809829,11.427856246734354,10.25001
192,109.18,5.67736,9.794309,9.412336246734355,8.234490000000001
193,89.61,4.65972,8.776669,8.394696246734355,7.21685
194,80.24,4.172479999999999,8.289428999999998,7.9074562467343545,6.729609999999999
195,55.46,2.88392,7.000869,6.618896246734355,5.44105
196,45.82,2.38264,6.499589,6.117616246734356,4.939769999999999
197,48.5,2.522,6.638949,6.2569762467343555,5.079129999999999
198,74.29,3.86308,7.980029,7.598056246734355,6.42021
199,89.78,4.66856,8.785509000000001,8.403536246734355,7.22569
200,104.79,5.44908,9.566029,9.184056246734356,8.00621
201,147.36,7.66272,11.779669,11.397696246734355,10.219850000000001
202,149.48,7.772959999999999,11.889909,11.507936246734355,10.330089999999998
203,157.71,8.20092,12.317869,11.935896246734355,10.75805
204,167.63,8.716759999999999,12.833708999999999,12.451736246734354,11.273889999999998
205,165.06,8.58312,12.700069,12.318096246734354,11.140249999999998
206,170.09,8.84468,12.961629,12.579656246734356,11.401810000000001
207,189.04,9.830079999999999,13.947028999999999,13.565056246734354,12.38721
208,190.96,9.92992,14.046869,13.664896246734354,12.48705
209,223.3,11.6116,15.728549,15.346576246734354,14.16873
210,243.94,12.68488,16.801828999999998,16.419856246734355,15.24201
211,240.0,12.479999999999999,16.596949,16.214976246734352,15.037129999999998
212,230.82,12.00264,16.119588999999998,15.737616246734355,14.55977
213,214.02,11.12904,15.245989,14.864016246734355,13.68617
214,215.88,11.22576,15.342709,14.960736246734355,13.782889999999998
215,203.8,10.5976,14.714549,14.332576246734355,13.15473
216,196.23,10.203959999999999,14.320908999999999,13.938936246734354,12.76109
217,191.85,9.976199999999999,14.093148999999999,13.711176246734354,12.53333
218,195.91,10.18732,14.304269,13.922296246734355,12.74445
219,186.66,9.70632,13.823269,13.441296246734355,12.263449999999999
220,178.04,9.25808,13.375029,12.993056246734355,11.81521
221,191.65,9.9658,14.082749,13.700776246734355,12.522929999999999
222,237.44,12.346879999999999,16.463828999999997,16.081856246734354,14.90401
223,299.95,15.597399999999999,19.714349,19.332376246734356,18.154529999999998
224,313.92,16.32384,20.440789000000002,20.058816246734356,18.88097
225,315.0,16.38,20.496949,20.114976246734354,18.93713
226,310.41,16.14132,20.258269,19.876296246734356,18.69845
227,310.08,16.12416,20.241109,19.859136246734355,18.68129
228,300.0,15.6,19.716949,19.334976246734357,18.15713
229,297.01,15.444519999999999,19.561469,19.179496246734352,18.001649999999998
230,299.96,15.597919999999998,19.714869,19.332896246734354,18.15505
231,302.73,15.74196,19.858909,19.476936246734354,18.29909
232,297.97,15.49444,19.611389000000003,19.229416246734356,18.05157
233,313.79,16.31708,20.434029000000002,20.052056246734356,18.87421
234,310.82,16.16264,20.279589,19.897616246734355,18.71977
235,294.98,15.33896,19.455909,19.073936246734355,17.89609
236,267.45,13.907399999999999,18.024349,17.642376246734354,16.46453
237,242.23,12.595959999999998,16.712908999999996,16.330936246734353,15.153089999999999
238,217.03,11.28556,15.402509,15.020536246734356,13.842690000000001
239,198.93,10.34436,14.461309,14.079336246734355,12.901489999999999
240,210.34,10.93768,15.054629,14.672656246734356,13.494810000000001
241,202.42,10.525839999999999,14.642788999999999,14.260816246734354,13.08297
242,197.6,10.2752,14.392149,14.010176246734355,12.832329999999999
243,193.0,10.036,14.152949,13.770976246734355,12.593129999999999
244,194.9,10.1348,14.251749,13.869776246734355,12.69193
245,204.45,10.6314,14.748349,14.366376246734355,13.18853
246,230.92,12.007839999999998,16.124789,15.742816246734353,14.564969999999999
247,286.61,14.90372,19.020668999999998,18.638696246734355,17.46085
248,300.02,15.601039999999998,19.717988999999996,19.336016246734353,18.15817
249,297.16,15.45232,19.569269,19.187296246734356,18.00945
250,277.02,14.405039999999998,18.521988999999998,18.140016246734355,16.962169999999997
251,261.69,13.60788,17.724829,17.342856246734357,16.16501
252,249.44,12.97088,17.087829,16.705856246734356,15.528009999999998
253,247.7,12.880399999999998,16.997349,16.615376246734353,15.437529999999999
254,255.01,13.26052,17.377468999999998,16.995496246734355,15.81765
255,277.9,14.450799999999997,18.567749,18.185776246734353,17.007929999999998
256,289.94,15.07688,19.193829,18.811856246734354,17.63401
257,316.4,16.452799999999996,20.569748999999995,20.18777624673435,19.009929999999997
258,315.9,16.426799999999997,20.543749,20.16177624673435,18.983929999999997
259,309.2,16.0784,20.195349,19.813376246734354,18.63553
260,285.33,14.837159999999999,18.954109,18.572136246734352,17.394289999999998
261,245.0,12.74,16.856949,16.474976246734357,15.29713
262,235.22,12.23144,16.348388999999997,15.966416246734354,14.78857
263,211.84,11.01568,15.132629,14.750656246734355,13.57281
264,196.65,10.2258,14.342749,13.960776246734355,12.78293
265,187.1,9.729199999999999,13.846148999999999,13.464176246734354,12.28633
266,184.27,9.58204,13.698989,13.317016246734354,12.13917
267,179.58,9.33816,13.455109,13.073136246734355,11.89529
268,178.33,9.27316,13.390109,13.008136246734356,11.830290000000002
269,193.5,10.062,14.178949,13.796976246734355,12.619129999999998
270,236.76,12.31152,16.428469,16.046496246734357,14.868649999999999
271,273.18,14.205359999999999,18.322308999999997,17.940336246734354,16.76249
272,300.1,15.6052,19.722149,19.340176246734355,18.16233
273,292.74,15.22248,19.339429,18.957456246734353,17.779609999999998
274,275.5,14.325999999999999,18.442949,18.060976246734356,16.883129999999998
275,258.65,13.449799999999998,17.566748999999998,17.18477624673435,16.006929999999997
276,245.11,12.74572,16.862669,16.480696246734354,15.30285
277,232.08,12.06816,16.185109,15.803136246734356,14.62529
278,234.77,12.20804,16.324989000000002,15.943016246734356,14.765170000000001
279,240.01,12.480519999999999,16.597468999999997,16.215496246734354,15.03765
280,255.0,13.26,17.376949,16.994976246734353,15.817129999999999
281,284.82,14.81064,18.927588999999998,18.545616246734355,17.36777
282,285.97,14.87044,18.987389,18.605416246734357,17.42757
283,269.03,13.989559999999997,18.106508999999996,17.724536246734353,16.546689999999998
284,253.1,13.1612,17.278149,16.896176246734356,15.718329999999998
285,222.79,11.58508,15.702029,15.320056246734355,14.142209999999999
286,213.64,11.109279999999998,15.226228999999998,14.844256246734354,13.666409999999999
287,200.22,10.411439999999999,14.528388999999999,14.146416246734354,12.96857
288,190.0,9.879999999999999,13.996948999999999,13.614976246734354,12.43713
289,188.72,9.81344,13.930389,13.548416246734355,12.37057
290,187.87,9.76924,13.886189,13.504216246734355,12.32637
291,182.88,9.50976,13.626709,13.244736246734355,12.06689
292,186.65,9.7058,13.822749,13.440776246734355,12.26293
293,187.42,9.74584,13.862789,13.480816246734355,12.302969999999998
294,195.09,10.14468,14.261629,13.879656246734354,12.701809999999998
295,236.26,12.285519999999998,16.402468999999996,16.020496246734353,14.842649999999999
296,243.53,12.663559999999999,16.780509,16.398536246734352,15.220689999999998
297,257.58,13.39416,17.511108999999998,17.129136246734355,15.95129
298,254.17,13.21684,17.333789,16.951816246734353,15.773969999999998
299,230.0,11.959999999999999,16.076949,15.694976246734354,14.517129999999998
300,223.12,11.60224,15.719189,15.337216246734355,14.15937
301,214.0,11.128,15.244949,14.862976246734355,13.685130000000001
302,214.88,11.17376,15.290709,14.908736246734355,13.730889999999999
303,221.65,11.5258,15.642749,15.260776246734356,14.082930000000001
304,243.44,12.65888,16.775829,16.393856246734355,15.21601
305,266.3,13.8476,17.964548999999998,17.582576246734355,16.40473
306,274.0,14.248,18.364949,17.982976246734353,16.80513
307,262.95,13.673399999999999,17.790349,17.408376246734356,16.230529999999998
308,252.46,13.12792,17.244869,16.862896246734355,15.68505
309,230.1,11.9652,16.082149,15.700176246734355,14.52233
310,217.65,11.3178,15.434749,15.052776246734355,13.874929999999999
311,207.99,10.815479999999999,14.932428999999999,14.550456246734354,13.372609999999998
312,205.0,10.66,14.776949,14.394976246734355,13.217130000000001
313,199.96,10.39792,14.514869,14.132896246734354,12.95505
314,196.42,10.21384,14.330789,13.948816246734355,12.770969999999998
315,192.77,10.02404,14.140989,13.759016246734355,12.58117
316,192.43,10.006359999999999,14.123308999999999,13.741336246734354,12.563489999999998
317,197.6,10.2752,14.392149,14.010176246734355,12.832329999999999
318,218.9,11.3828,15.499749,15.117776246734355,13.93993
319,259.24,13.48048,17.597428999999998,17.215456246734355,16.03761
320,284.66,14.80232,18.919269,18.537296246734357,17.35945
321,292.5,15.209999999999999,19.326949,18.944976246734356,17.767129999999998
322,274.1,14.2532,18.370148999999998,17.988176246734355,16.81033
323,256.54,13.34008,17.457029,17.075056246734356,15.897210000000001
324,243.74,12.674479999999999,16.791429,16.409456246734354,15.23161
325,217.97,11.334439999999999,15.451388999999999,15.069416246734354,13.891569999999998
326,213.01,11.076519999999999,15.193468999999999,14.811496246734354,13.63365
327,220.0,11.44,15.556949,15.174976246734355,13.997129999999999
328,238.05,12.3786,16.495549,16.113576246734354,14.93573
329,262.0,13.623999999999999,17.740949,17.358976246734354,16.18113
330,280.67,14.59484,18.711789,18.329816246734353,17.15197
331,269.0,13.988,18.104948999999998,17.722976246734355,16.54513
332,243.07,12.639639999999998,16.756588999999998,16.374616246734355,15.196769999999997
333,225.61,11.731720000000001,15.848669000000001,15.466696246734356,14.28885
334,216.68,11.26736,15.384309,15.002336246734355,13.82449
335,205.96,10.70992,14.826869,14.444896246734356,13.267050000000001
336,222.01,11.544519999999999,15.661468999999999,15.279496246734354,14.10165
337,214.92,11.175839999999999,15.292788999999999,14.910816246734354,13.732969999999998
338,209.61,10.89972,15.016669,14.634696246734356,13.45685
339,196.7,10.228399999999999,14.345348999999999,13.963376246734354,12.785529999999998
340,193.04,10.038079999999999,14.155028999999999,13.773056246734354,12.595209999999998
341,195.05,10.1426,14.259549,13.877576246734355,12.699729999999999
342,200.9,10.4468,14.563749,14.181776246734355,13.00393
343,217.21,11.29492,15.411869,15.029896246734355,13.852049999999998
344,223.76,11.63552,15.752469,15.370496246734355,14.19265
345,230.0,11.959999999999999,16.076949,15.694976246734354,14.517129999999998
346,222.39,11.564279999999998,15.681228999999998,15.299256246734354,14.121409999999997
347,214.92,11.175839999999999,15.292788999999999,14.910816246734354,13.732969999999998
348,208.43,10.83836,14.955309,14.573336246734355,13.395489999999999
349,200.0,10.4,14.516949,14.134976246734356,12.95713
350,203.09,10.56068,14.677629,14.295656246734355,13.117809999999999
351,213.98,11.126959999999999,15.243908999999999,14.861936246734354,13.684089999999998
352,226.32,11.76864,15.885589,15.503616246734355,14.325769999999999
353,260.0,13.52,17.636949,17.254976246734355,16.07713
354,267.03,13.885559999999998,18.002508999999996,17.620536246734353,16.44269
355,261.41,13.59332,17.710269,17.328296246734354,16.15045
356,243.62,12.668239999999999,16.785189,16.403216246734353,15.225369999999998
357,227.85,11.848199999999999,15.965148999999998,15.583176246734354,14.40533
358,222.66,11.57832,15.695269,15.313296246734355,14.135449999999999
359,217.0,11.283999999999999,15.400948999999999,15.018976246734354,13.84113
360,225.92,11.747839999999998,15.864788999999998,15.482816246734354,14.304969999999997
361,216.0,11.232,15.348949,14.966976246734355,13.78913
362,207.62,10.79624,14.913189,14.531216246734354,13.353369999999998
363,197.22,10.25544,14.372389,13.990416246734355,12.812570000000001
364,186.7,9.7084,13.825349,13.443376246734354,12.265529999999998
365,186.6,9.703199999999999,13.820148999999999,13.438176246734354,12.26033
366,198.01,10.29652,14.413469,14.031496246734354,12.853649999999998
367,200.03,10.40156,14.518509,14.136536246734355,12.95869
368,200.0,10.4,14.516949,14.134976246734356,12.95713
369,204.86,10.65272,14.769669,14.387696246734356,13.20985
370,204.5,10.634,14.750949,14.368976246734356,13.191130000000001
371,204.43,10.63036,14.747309,14.365336246734355,13.18749
372,205.21,10.67092,14.787869,14.405896246734356,13.22805
373,195.02,10.14104,14.257989,13.876016246734356,12.698170000000001
374,191.9,9.9788,14.095749,13.713776246734355,12.53593
375,196.92,10.23984,14.356789,13.974816246734354,12.796969999999998
376,201.02,10.45304,14.569989,14.188016246734355,13.010169999999999
377,222.87,11.58924,15.706189,15.324216246734355,14.146370000000001
378,257.45,13.3874,17.504348999999998,17.122376246734355,15.94453
379,265.36,13.79872,17.915669,17.533696246734355,16.35585
380,257.13,13.370759999999999,17.487709,17.105736246734352,15.927889999999998
381,241.9,12.5788,16.695749,16.313776246734356,15.135929999999998
382,228.52,11.88304,15.999989,15.618016246734355,14.440169999999998
383,206.0,10.712,14.828949,14.446976246734355,13.26913
384,252.53,13.13156,17.248509,16.866536246734356,15.688690000000001
385,242.23,12.595959999999998,16.712908999999996,16.330936246734353,15.153089999999999
386,232.25,12.077,16.193949,15.811976246734355,14.634129999999999
387,215.01,11.18052,15.297469,14.915496246734355,13.737649999999999
388,209.55,10.8966,15.013549,14.631576246734355,13.45373
389,222.78,11.58456,15.701509,15.319536246734355,14.14169
390,249.93,12.99636,17.113309,16.731336246734354,15.55349
391,297.21,15.454919999999998,19.571869,19.189896246734353,18.01205
392,290.0,15.08,19.196949,18.814976246734354,17.63713
393,306.09,15.916679999999998,20.033628999999998,19.651656246734355,18.473809999999997
394,288.72,15.013440000000001,19.130389,18.748416246734358,17.57057
395,272.94,14.192879999999999,18.309829,17.927856246734354,16.75001
396,279.97,14.558440000000001,18.675389000000003,18.293416246734356,17.11557
397,255.46,13.28392,17.400869,17.018896246734357,15.84105
398,253.64,13.189279999999998,17.306229,16.924256246734352,15.746409999999997
399,256.99,13.36348,17.480429,17.098456246734354,15.92061
400,264.73,13.76596,17.882908999999998,17.500936246734355,16.32309
401,276.49,14.37748,18.494429,18.112456246734354,16.93461
402,299.03,15.549559999999998,19.666508999999998,19.284536246734355,18.106689999999997
403,288.69,15.01188,19.128829,18.746856246734353,17.56901
404,277.01,14.404519999999998,18.521468999999996,18.139496246734353,16.96165
405,257.64,13.397279999999999,17.514229,17.132256246734354,15.95441
406,248.63,12.928759999999999,17.045709,16.663736246734352,15.485889999999998
407,229.6,11.9392,16.056148999999998,15.674176246734355,14.49633
408,213.9,11.1228,15.239749,14.857776246734355,13.679929999999999
409,203.27,10.57004,14.686989,14.305016246734356,13.12717
410,200.48,10.424959999999999,14.541908999999999,14.159936246734354,12.98209
411,194.52,10.11504,14.231989,13.850016246734356,12.672170000000001
412,193.99,10.08748,14.204429,13.822456246734355,12.64461
413,205.0,10.66,14.776949,14.394976246734355,13.217130000000001
414,229.1,11.9132,16.030149,15.648176246734355,14.47033
415,274.05,14.2506,18.367549,17.985576246734354,16.80773
416,294.4,15.308799999999998,19.425748999999996,19.043776246734353,17.86593
417,290.64,15.113279999999998,19.230228999999998,18.84825624673435,17.670409999999997
418,275.4,14.320799999999998,18.437748999999997,18.055776246734354,16.87793
419,265.1,13.7852,17.902149,17.520176246734355,16.34233
420,250.0,13.0,17.116948999999998,16.734976246734355,15.55713
421,244.27,12.70204,16.818989000000002,16.437016246734355,15.259170000000001
422,243.02,12.63704,16.753989,16.372016246734354,15.19417
423,249.22,12.959439999999999,17.076389,16.694416246734356,15.516569999999998
424,260.0,13.52,17.636949,17.254976246734355,16.07713
425,278.0,14.456,18.572949,18.190976246734355,17.01313
426,294.36,15.30672,19.423669,19.041696246734354,17.86385
427,278.41,14.47732,18.594269,18.212296246734354,17.03445
428,259.29,13.483080000000001,17.600029,17.218056246734356,16.040210000000002
429,240.0,12.479999999999999,16.596949,16.214976246734352,15.037129999999998
430,225.84,11.74368,15.860629,15.478656246734355,14.300809999999998
