status,objective_profit_eur_per_year,F_port_mw,rho,c_collect_eur_per_mwh,z_el,P_el_max_mw,P_keep_mw,P_b_max_mw,E_b_max_mwh,z_tank,V_tank,tank_capacity_kg,tank_max_stock_used_kg,H2_prod_year_kg,H2_sell_year_kg,E_absorbed_mwh,E_project_accessible_mwh,E_unabsorbed_mwh,Absorption_rate_pct,revenue_year_eur,keep_alive_elec_cost_year_eur,collection_cost_year_eur,fixed_opex_ann_eur,h2_holding_cost_year_eur,capex_el_overnight_eur,capex_bess_overnight_eur,capex_tank_overnight_eur,capex_total_overnight_eur,capex_el_ann_eur,capex_bess_ann_eur,capex_tank_ann_eur,tank_capex_line_a_usd_per_V,tank_capex_line_b_usd_fixed,bess_eta_ch,bess_eta_dis,sec_kwh_per_kg,keep_alive_frac,sell_flow_factor,sell_ramp_frac,buffer_days_max,min_absorption_share,fixed_opex_frac_of_capex,h2_hold_cost_eur_per_kg_per_day,max_avg_residence_days,daily_sell_max_equiv_hours,usd_to_eur,model_num_vars,model_num_bin_vars,model_num_constrs,mip_gap_reported
TIME_LIMIT,-2823371.976994785,100.0,1.0,10.0,1.0,5.671794569089317,0.2835897284544659,21.586384030181247,64.59521210761045,0.0,0.0,0.0,0.0,130344.89091727434,130344.89091727434,8434.081177000102,168681.62354000035,160247.54236300022,5.00000000000005,2932854.7727768514,687089.1062529038,84340.81177000102,1493979.0292122518,0.0,10492819.952815237,19386760.6314298,0.0,29879580.584245034,1225871.3801829948,2264946.422353491,0.0,13314.00835727368,11.146622128535187,0.9219544457292888,0.9219544457292888,55.0,0.05,1.0,0.2,5.0,0.05,0.05,0.02,3.0,8.0,0.92,158083.0,35130.0,298960.0,2.3273012789672665
