size_V,raw_vessel_material_cost_usd,markup_factor,approx_total_tank_cost_usd
0.004,32.415,1.67128027534195,54.17455012520931
0.011,107.00999999999999,1.67128027534195,178.84370226434206
0.0175,139.49,1.67128027534195,233.12688560744863
