dt,absorb_need_mw,grid_buy_eur_per_mwh,grid_sell_eur_per_mwh,h2_price_eur_per_kg,P_curt_use_mw,Unused_curt_mw,P_grid_buy_mw,P_grid_sell_mw,P_el_mw,y_el_on,y_el_start,y_el_stop,P_fc_mw,y_fc_on,y_fc_start,y_fc_stop,y_switch_el2fc,y_switch_fc2el,P_batt_ch_mw,P_batt_dis_mw,SOC_batt_mwh,H2_prod_kg,H2_cons_fc_kg,H2_sale_kg,SOC_h2_kg
2024-01-01 12:00:00+01:00,378.6421225361088,70.0,70.0,3.0,378.64212,0.0,0.0,378.64212,0.0,0,0,0,0.0,0,0,0,1,1,0.0,0.0,40.0,0.0,0.0,0.0,0.0
2024-01-01 12:30:00+01:00,276.2056607648495,70.0,70.0,3.0,276.20566,0.0,0.0,276.20566,0.0,0,0,0,0.0,0,0,0,1,1,0.0,0.0,40.0,0.0,0.0,0.0,0.0
2024-01-01 13:00:00+01:00,222.38355722664093,70.0,70.0,3.0,222.38356,0.0,0.0,222.38356,0.0,0,0,0,0.0,0,0,0,1,1,0.0,0.0,40.0,0.0,0.0,0.0,0.0
2024-01-01 13:30:00+01:00,243.7328379520624,70.0,70.0,3.0,243.73284,0.0,0.0,243.73284,0.0,0,0,0,0.0,0,0,0,1,1,0.0,0.0,40.0,0.0,0.0,0.0,0.0
2024-01-01 14:00:00+01:00,189.4336853378153,70.0,70.0,3.0,189.43369,0.0,0.0,189.43369,0.0,0,0,0,0.0,0,0,0,1,1,0.0,0.0,40.0,0.0,0.0,0.0,0.0
2024-01-01 14:30:00+01:00,105.57031577273762,70.0,70.0,3.0,105.57032,0.0,0.0,105.57032,0.0,0,0,0,0.0,0,0,0,1,1,0.0,0.0,40.0,0.0,0.0,0.0,0.0
2024-01-01 15:00:00+01:00,37.0464207703899,70.0,70.0,3.0,37.046421,0.0,0.0,37.046421,0.0,0,0,0,0.0,0,0,0,1,1,0.0,0.0,40.0,0.0,0.0,0.0,0.0
2024-01-01 15:30:00+01:00,34.36028990988782,70.0,70.0,3.0,34.36029,0.0,0.0,34.36029,0.0,0,0,0,0.0,0,0,0,1,1,0.0,0.0,40.0,0.0,0.0,0.0,0.0
2024-01-01 16:00:00+01:00,13.118676269931806,70.0,70.0,3.0,13.118676,0.0,0.0,13.118676,0.0,0,0,0,0.0,0,0,0,1,1,0.0,0.0,40.0,0.0,0.0,0.0,0.0
2024-01-01 16:30:00+01:00,28.574691959942783,70.0,70.0,3.0,28.574692,0.0,0.0,28.574692,0.0,0,0,0,0.0,0,0,0,1,1,0.0,0.0,40.0,0.0,0.0,0.0,0.0
2024-01-01 17:00:00+01:00,182.1702821117711,70.0,70.0,3.0,182.17028,0.0,0.0,182.17028,0.0,0,0,0,0.0,0,0,0,1,1,0.0,0.0,40.0,0.0,0.0,0.0,0.0
2024-01-01 17:30:00+01:00,311.0021652927339,70.0,70.0,3.0,311.00217,0.0,0.0,311.00217,0.0,0,0,0,0.0,0,0,0,1,1,0.0,0.0,40.0,0.0,0.0,0.0,0.0
2024-01-01 18:00:00+01:00,486.85905195188855,70.0,70.0,3.0,486.85905,0.0,0.0,486.85905,0.0,0,0,0,0.0,0,0,0,1,1,0.0,0.0,40.0,0.0,0.0,0.0,0.0
2024-01-01 18:30:00+01:00,541.5955977678109,70.0,70.0,3.0,541.5956,0.0,0.0,541.5956,0.0,0,0,0,0.0,0,0,0,1,1,0.0,0.0,40.0,0.0,0.0,0.0,0.0
2024-01-01 19:00:00+01:00,734.0854199127665,70.0,70.0,3.0,734.08542,0.0,0.0,734.08542,0.0,0,0,0,0.0,0,0,0,1,1,0.0,0.0,40.0,0.0,0.0,0.0,0.0
2024-01-01 19:30:00+01:00,869.2873398913716,70.0,70.0,3.0,869.28734,0.0,0.0,869.28734,0.0,0,0,0,0.0,0,0,0,1,1,0.0,0.0,40.0,0.0,0.0,0.0,0.0
2024-01-01 20:00:00+01:00,1089.9281878280285,70.0,70.0,3.0,1089.9282,0.0,0.0,1089.9282,0.0,0,0,0,0.0,0,0,0,1,1,0.0,0.0,40.0,0.0,0.0,0.0,0.0
2024-01-01 20:30:00+01:00,1384.6251332260724,70.0,70.0,3.0,1384.6251,0.0,0.0,1384.6251,0.0,0,0,0,0.0,0,0,0,1,1,0.0,0.0,40.0,0.0,0.0,0.0,0.0
2024-01-01 21:00:00+01:00,1551.7344331655286,70.0,70.0,3.0,1551.7344,0.0,0.0,1551.7344,0.0,0,0,0,0.0,0,0,0,1,1,0.0,0.0,40.0,0.0,0.0,0.0,0.0
2024-01-01 21:30:00+01:00,1448.551511954986,70.0,70.0,3.0,1448.5515,0.0,0.0,1448.5515,0.0,0,0,0,0.0,0,0,0,1,1,0.0,0.0,40.0,0.0,0.0,0.0,0.0
2024-01-01 22:00:00+01:00,1708.342899170646,70.0,70.0,3.0,1708.3429,0.0,0.0,1708.3429,0.0,0,0,0,0.0,0,0,0,1,1,0.0,0.0,40.0,0.0,0.0,0.0,0.0
2024-01-01 22:30:00+01:00,1497.120806694442,70.0,70.0,3.0,1497.1208,0.0,0.0,1497.1208,0.0,0,0,0,0.0,0,0,0,1,1,0.0,0.0,40.0,0.0,0.0,0.0,0.0
2024-01-01 23:00:00+01:00,1845.9116231612963,70.0,70.0,3.0,1845.9116,0.0,0.0,1845.9116,0.0,0,0,0,0.0,0,0,0,1,1,0.0,0.0,40.0,0.0,0.0,0.0,0.0
2024-01-01 23:30:00+01:00,1553.046682099006,70.0,70.0,3.0,1553.0467,0.0,0.0,1553.0467,0.0,0,0,0,0.0,0,0,0,1,1,0.0,0.0,40.0,0.0,0.0,0.0,0.0
2024-01-02 00:00:00+01:00,1667.9749522800691,70.0,70.0,3.0,1667.975,0.0,0.0,1667.975,0.0,0,0,0,0.0,0,0,0,1,1,0.0,0.0,40.0,0.0,0.0,0.0,0.0
2024-01-02 00:30:00+01:00,1493.2572707389882,70.0,70.0,3.0,1493.2573,0.0,0.0,1493.2573,0.0,0,0,0,0.0,0,0,0,1,1,0.0,0.0,40.0,0.0,0.0,0.0,0.0
2024-01-02 01:00:00+01:00,1395.8014342651695,70.0,70.0,3.0,1395.8014,0.0,0.0,1395.8014,0.0,0,0,0,0.0,0,0,0,1,1,0.0,0.0,40.0,0.0,0.0,0.0,0.0
2024-01-02 01:30:00+01:00,1428.9703147328653,70.0,70.0,3.0,1428.9703,0.0,0.0,1428.9703,0.0,0,0,0,0.0,0,0,0,1,1,0.0,0.0,40.0,0.0,0.0,0.0,0.0
2024-01-02 02:00:00+01:00,1624.7317465127956,70.0,70.0,3.0,1624.7317,0.0,0.0,1624.7317,0.0,0,0,0,0.0,0,0,0,1,1,0.0,0.0,40.0,0.0,0.0,0.0,0.0
2024-01-02 02:30:00+01:00,1578.7463924960591,70.0,70.0,3.0,1578.7464,0.0,0.0,1578.7464,0.0,0,0,0,0.0,0,0,0,1,1,0.0,0.0,40.0,0.0,0.0,0.0,0.0
2024-01-02 03:00:00+01:00,1524.95555608956,70.0,70.0,3.0,1524.9556,0.0,0.0,1524.9556,0.0,0,0,0,0.0,0,0,0,1,1,0.0,0.0,40.0,0.0,0.0,0.0,0.0
2024-01-02 03:30:00+01:00,1762.4515371996656,70.0,70.0,3.0,1762.4515,0.0,0.0,1762.4515,0.0,0,0,0,0.0,0,0,0,1,1,0.0,0.0,40.0,0.0,0.0,0.0,0.0
2024-01-02 04:00:00+01:00,1801.8190052039888,70.0,70.0,3.0,1801.819,0.0,0.0,1801.819,0.0,0,0,0,0.0,0,0,0,1,1,0.0,0.0,40.0,0.0,0.0,0.0,0.0
2024-01-02 04:30:00+01:00,1830.204846461544,70.0,70.0,3.0,1830.2048,0.0,0.0,1830.2048,0.0,0,0,0,0.0,0,0,0,1,1,0.0,0.0,40.0,0.0,0.0,0.0,0.0
2024-01-02 05:00:00+01:00,1878.969924748556,70.0,70.0,3.0,1878.9699,0.0,0.0,1878.9699,0.0,0,0,0,0.0,0,0,0,1,1,0.0,0.0,40.0,0.0,0.0,0.0,0.0
2024-01-02 05:30:00+01:00,1672.0581207704583,70.0,70.0,3.0,1672.0581,0.0,0.0,1672.0581,0.0,0,0,0,0.0,0,0,0,1,1,0.0,0.0,40.0,0.0,0.0,0.0,0.0
2024-01-02 06:00:00+01:00,1380.2909264121345,70.0,70.0,3.0,1380.2909,0.0,0.0,1380.2909,0.0,0,0,0,0.0,0,0,0,1,1,0.0,0.0,40.0,0.0,0.0,0.0,0.0
2024-01-02 06:30:00+01:00,1669.3354538159183,70.0,70.0,3.0,1669.3355,0.0,0.0,1669.3355,0.0,0,0,0,0.0,0,0,0,1,1,0.0,0.0,40.0,0.0,0.0,0.0,0.0
2024-01-02 07:00:00+01:00,1421.4262699344038,70.0,70.0,3.0,1421.4263,0.0,0.0,1421.4263,0.0,0,0,0,0.0,0,0,0,1,1,0.0,0.0,40.0,0.0,0.0,0.0,0.0
2024-01-02 07:30:00+01:00,1432.749824604878,70.0,70.0,3.0,1432.7498,0.0,0.0,1432.7498,0.0,0,0,0,0.0,0,0,0,1,1,0.0,0.0,40.0,0.0,0.0,0.0,0.0
2024-01-02 08:00:00+01:00,1134.9147961698031,70.0,70.0,3.0,1134.9148,0.0,0.0,1134.9148,0.0,0,0,0,0.0,0,0,0,1,1,0.0,0.0,40.0,0.0,0.0,0.0,0.0
2024-01-02 08:30:00+01:00,1141.656849439183,70.0,70.0,3.0,1141.6568,0.0,0.0,1141.6568,0.0,0,0,0,0.0,0,0,0,1,1,0.0,0.0,40.0,0.0,0.0,0.0,0.0
2024-01-02 09:00:00+01:00,1104.822643059398,70.0,70.0,3.0,1104.8226,0.0,0.0,1104.8226,0.0,0,0,0,0.0,0,0,0,1,1,0.0,0.0,40.0,0.0,0.0,0.0,0.0
2024-01-02 09:30:00+01:00,1142.7824661807265,70.0,70.0,3.0,1142.7825,0.0,0.0,1142.7825,0.0,0,0,0,0.0,0,0,0,1,1,0.0,0.0,40.0,0.0,0.0,0.0,0.0
