dt,grid_sell_eur_per_mwh,h2_price_eur_per_kg
2024-01-01 01:00:00+01:00,89.06,9.748069000000001
2024-01-01 01:30:00+01:00,89.06,9.748069000000001
2024-01-01 02:00:00+01:00,78.48,9.197909
2024-01-01 02:30:00+01:00,78.48,9.197909
2024-01-01 03:00:00+01:00,85.16,9.545269
2024-01-01 03:30:00+01:00,85.16,9.545269
2024-01-01 04:00:00+01:00,50.0,7.716949
2024-01-01 04:30:00+01:00,50.0,7.716949
2024-01-01 05:00:00+01:00,37.67,7.075789
2024-01-01 05:30:00+01:00,37.67,7.075789
2024-01-01 06:00:00+01:00,39.7,7.181349
2024-01-01 06:30:00+01:00,39.7,7.181349
2024-01-01 07:00:00+01:00,40.59,7.227629
2024-01-01 07:30:00+01:00,40.59,7.227629
2024-01-01 08:00:00+01:00,43.26,7.366469
2024-01-01 08:30:00+01:00,43.26,7.366469
2024-01-01 09:00:00+01:00,49.66,7.699268999999999
2024-01-01 09:30:00+01:00,49.66,7.699268999999999
2024-01-01 10:00:00+01:00,70.05,8.759549
2024-01-01 10:30:00+01:00,70.05,8.759549
2024-01-01 11:00:00+01:00,76.79,9.110029
2024-01-01 11:30:00+01:00,76.79,9.110029
2024-01-01 12:00:00+01:00,84.1,9.490148999999999
2024-01-01 12:30:00+01:00,84.1,9.490148999999999
2024-01-01 13:00:00+01:00,94.74,10.043429
2024-01-01 13:30:00+01:00,94.74,10.043429
2024-01-01 14:00:00+01:00,96.8,10.150549
2024-01-01 14:30:00+01:00,96.8,10.150549
2024-01-01 15:00:00+01:00,97.17,10.169789
2024-01-01 15:30:00+01:00,97.17,10.169789
2024-01-01 16:00:00+01:00,98.52,10.239989
2024-01-01 16:30:00+01:00,98.52,10.239989
2024-01-01 17:00:00+01:00,114.5,11.070949
2024-01-01 17:30:00+01:00,114.5,11.070949
2024-01-01 18:00:00+01:00,149.97,12.915389
2024-01-01 18:30:00+01:00,149.97,12.915389
2024-01-01 19:00:00+01:00,146.33,12.726109
2024-01-01 19:30:00+01:00,146.33,12.726109
2024-01-01 20:00:00+01:00,140.28,12.411509
2024-01-01 20:30:00+01:00,140.28,12.411509
2024-01-01 21:00:00+01:00,121.88,11.454709
2024-01-01 21:30:00+01:00,121.88,11.454709
2024-01-01 22:00:00+01:00,102.61,10.452669
2024-01-01 22:30:00+01:00,102.61,10.452669
2024-01-01 23:00:00+01:00,97.46,10.184869
2024-01-01 23:30:00+01:00,97.46,10.184869
2024-01-02 00:00:00+01:00,85.16,9.545269
2024-01-02 00:30:00+01:00,85.16,9.545269
2024-01-02 01:00:00+01:00,57.08,8.085109
2024-01-02 01:30:00+01:00,57.08,8.085109
2024-01-02 02:00:00+01:00,52.59,7.851629
2024-01-02 02:30:00+01:00,52.59,7.851629
2024-01-02 03:00:00+01:00,48.97,7.6633890000000005
2024-01-02 03:30:00+01:00,48.97,7.6633890000000005
2024-01-02 04:00:00+01:00,34.94,6.933828999999999
2024-01-02 04:30:00+01:00,34.94,6.933828999999999
2024-01-02 05:00:00+01:00,29.56,6.654069
2024-01-02 05:30:00+01:00,29.56,6.654069
2024-01-02 06:00:00+01:00,33.97,6.883388999999999
2024-01-02 06:30:00+01:00,33.97,6.883388999999999
2024-01-02 07:00:00+01:00,34.52,6.911989
2024-01-02 07:30:00+01:00,34.52,6.911989
2024-01-02 08:00:00+01:00,41.8,7.290549
2024-01-02 08:30:00+01:00,41.8,7.290549
2024-01-02 09:00:00+01:00,48.95,7.662349
2024-01-02 09:30:00+01:00,48.95,7.662349
2024-01-02 10:00:00+01:00,60.01,8.237469
2024-01-02 10:30:00+01:00,60.01,8.237469
2024-01-02 11:00:00+01:00,70.09,8.761629
2024-01-02 11:30:00+01:00,70.09,8.761629
2024-01-02 12:00:00+01:00,66.26,8.562469
2024-01-02 12:30:00+01:00,66.26,8.562469
2024-01-02 13:00:00+01:00,64.54,8.473029
2024-01-02 13:30:00+01:00,64.54,8.473029
2024-01-02 14:00:00+01:00,46.96,7.558869
2024-01-02 14:30:00+01:00,46.96,7.558869
2024-01-02 15:00:00+01:00,40.01,7.197469
2024-01-02 15:30:00+01:00,40.01,7.197469
2024-01-02 16:00:00+01:00,39.3,7.160549
2024-01-02 16:30:00+01:00,39.3,7.160549
2024-01-02 17:00:00+01:00,40.79,7.238029
2024-01-02 17:30:00+01:00,40.79,7.238029
2024-01-02 18:00:00+01:00,47.91,7.608269
2024-01-02 18:30:00+01:00,47.91,7.608269
2024-01-02 19:00:00+01:00,65.09,8.501629
2024-01-02 19:30:00+01:00,65.09,8.501629
2024-01-02 20:00:00+01:00,67.85,8.645149
2024-01-02 20:30:00+01:00,67.85,8.645149
2024-01-02 21:00:00+01:00,62.22,8.352388999999999
2024-01-02 21:30:00+01:00,62.22,8.352388999999999
2024-01-02 22:00:00+01:00,46.16,7.517269
2024-01-02 22:30:00+01:00,46.16,7.517269
2024-01-02 23:00:00+01:00,46.29,7.524029
2024-01-02 23:30:00+01:00,46.29,7.524029
2024-01-03 00:00:00+01:00,32.93,6.829309
2024-01-03 00:30:00+01:00,32.93,6.829309
2024-01-03 01:00:00+01:00,2.71,5.257869
2024-01-03 01:30:00+01:00,2.71,5.257869
2024-01-03 02:00:00+01:00,1.71,5.205869
2024-01-03 02:30:00+01:00,1.71,5.205869
2024-01-03 03:00:00+01:00,1.24,5.181429
2024-01-03 03:30:00+01:00,1.24,5.181429
2024-01-03 04:00:00+01:00,0.06,5.120069
2024-01-03 04:30:00+01:00,0.06,5.120069
2024-01-03 05:00:00+01:00,0.09,5.121629
2024-01-03 05:30:00+01:00,0.09,5.121629
2024-01-03 06:00:00+01:00,1.44,5.191829
2024-01-03 06:30:00+01:00,1.44,5.191829
2024-01-03 07:00:00+01:00,41.11,7.254669
2024-01-03 07:30:00+01:00,41.11,7.254669
2024-01-03 08:00:00+01:00,90.54,9.825029
2024-01-03 08:30:00+01:00,90.54,9.825029
2024-01-03 09:00:00+01:00,161.79,13.530029
2024-01-03 09:30:00+01:00,161.79,13.530029
2024-01-03 10:00:00+01:00,180.36,14.495669
2024-01-03 10:30:00+01:00,180.36,14.495669
2024-01-03 11:00:00+01:00,125.03,11.618509
2024-01-03 11:30:00+01:00,125.03,11.618509
2024-01-03 12:00:00+01:00,100.74,10.355429
2024-01-03 12:30:00+01:00,100.74,10.355429
2024-01-03 13:00:00+01:00,96.39,10.129229
2024-01-03 13:30:00+01:00,96.39,10.129229
2024-01-03 14:00:00+01:00,95.22,10.068389
2024-01-03 14:30:00+01:00,95.22,10.068389
2024-01-03 15:00:00+01:00,102.67,10.455789
2024-01-03 15:30:00+01:00,102.67,10.455789
2024-01-03 16:00:00+01:00,112.87,10.986189
2024-01-03 16:30:00+01:00,112.87,10.986189
2024-01-03 17:00:00+01:00,126.8,11.710549
2024-01-03 17:30:00+01:00,126.8,11.710549
2024-01-03 18:00:00+01:00,148.49,12.838429
2024-01-03 18:30:00+01:00,148.49,12.838429
2024-01-03 19:00:00+01:00,175.06,14.220069
2024-01-03 19:30:00+01:00,175.06,14.220069
2024-01-03 20:00:00+01:00,180.0,14.476949
2024-01-03 20:30:00+01:00,180.0,14.476949
2024-01-03 21:00:00+01:00,146.43,12.731309
2024-01-03 21:30:00+01:00,146.43,12.731309
2024-01-03 22:00:00+01:00,105.71,10.613869
2024-01-03 22:30:00+01:00,105.71,10.613869
2024-01-03 23:00:00+01:00,114.11,11.050669
2024-01-03 23:30:00+01:00,114.11,11.050669
2024-01-04 00:00:00+01:00,100.36,10.335669
2024-01-04 00:30:00+01:00,100.36,10.335669
2024-01-04 01:00:00+01:00,125.47,11.641389
2024-01-04 01:30:00+01:00,125.47,11.641389
2024-01-04 02:00:00+01:00,115.55,11.125549
2024-01-04 02:30:00+01:00,115.55,11.125549
2024-01-04 03:00:00+01:00,113.29,11.008029
2024-01-04 03:30:00+01:00,113.29,11.008029
2024-01-04 04:00:00+01:00,105.81,10.619069
2024-01-04 04:30:00+01:00,105.81,10.619069
2024-01-04 05:00:00+01:00,105.0,10.576949
2024-01-04 05:30:00+01:00,105.0,10.576949
2024-01-04 06:00:00+01:00,115.11,11.102669
2024-01-04 06:30:00+01:00,115.11,11.102669
2024-01-04 07:00:00+01:00,156.91,13.276269
2024-01-04 07:30:00+01:00,156.91,13.276269
2024-01-04 08:00:00+01:00,182.64,14.614228999999998
2024-01-04 08:30:00+01:00,182.64,14.614228999999998
2024-01-04 09:00:00+01:00,178.91,14.420269
2024-01-04 09:30:00+01:00,178.91,14.420269
2024-01-04 10:00:00+01:00,190.0,14.996949
2024-01-04 10:30:00+01:00,190.0,14.996949
2024-01-04 11:00:00+01:00,189.88,14.990709
2024-01-04 11:30:00+01:00,189.88,14.990709
2024-01-04 12:00:00+01:00,182.42,14.602789
2024-01-04 12:30:00+01:00,182.42,14.602789
2024-01-04 13:00:00+01:00,182.46,14.604869
2024-01-04 13:30:00+01:00,182.46,14.604869
2024-01-04 14:00:00+01:00,179.59,14.455629
2024-01-04 14:30:00+01:00,179.59,14.455629
2024-01-04 15:00:00+01:00,179.0,14.424949
2024-01-04 15:30:00+01:00,179.0,14.424949
2024-01-04 16:00:00+01:00,180.93,14.525309
2024-01-04 16:30:00+01:00,180.93,14.525309
2024-01-04 17:00:00+01:00,166.69,13.784829
2024-01-04 17:30:00+01:00,166.69,13.784829
2024-01-04 18:00:00+01:00,189.88,14.990709
2024-01-04 18:30:00+01:00,189.88,14.990709
2024-01-04 19:00:00+01:00,184.94,14.733829
2024-01-04 19:30:00+01:00,184.94,14.733829
2024-01-04 20:00:00+01:00,178.99,14.424429
2024-01-04 20:30:00+01:00,178.99,14.424429
2024-01-04 21:00:00+01:00,156.12,13.235189
2024-01-04 21:30:00+01:00,156.12,13.235189
2024-01-04 22:00:00+01:00,148.65,12.846749
2024-01-04 22:30:00+01:00,148.65,12.846749
2024-01-04 23:00:00+01:00,137.92,12.288788999999998
2024-01-04 23:30:00+01:00,137.92,12.288788999999998
2024-01-05 00:00:00+01:00,105.0,10.576949
2024-01-05 00:30:00+01:00,105.0,10.576949
2024-01-05 01:00:00+01:00,120.11,11.362669
2024-01-05 01:30:00+01:00,120.11,11.362669
2024-01-05 02:00:00+01:00,105.1,10.582149
2024-01-05 02:30:00+01:00,105.1,10.582149
2024-01-05 03:00:00+01:00,84.5,9.510949
2024-01-05 03:30:00+01:00,84.5,9.510949
2024-01-05 04:00:00+01:00,75.38,9.036709
2024-01-05 04:30:00+01:00,75.38,9.036709
2024-01-05 05:00:00+01:00,79.11,9.230668999999999
2024-01-05 05:30:00+01:00,79.11,9.230668999999999
2024-01-05 06:00:00+01:00,94.79,10.046029
2024-01-05 06:30:00+01:00,94.79,10.046029
2024-01-05 07:00:00+01:00,169.04,13.907029
2024-01-05 07:30:00+01:00,169.04,13.907029
2024-01-05 08:00:00+01:00,215.98,16.347909
2024-01-05 08:30:00+01:00,215.98,16.347909
2024-01-05 09:00:00+01:00,211.13,16.095709
2024-01-05 09:30:00+01:00,211.13,16.095709
2024-01-05 10:00:00+01:00,226.52,16.895989
2024-01-05 10:30:00+01:00,226.52,16.895989
2024-01-05 11:00:00+01:00,224.45,16.788348999999997
2024-01-05 11:30:00+01:00,224.45,16.788348999999997
2024-01-05 12:00:00+01:00,202.8,15.662549
2024-01-05 12:30:00+01:00,202.8,15.662549
2024-01-05 13:00:00+01:00,205.0,15.776949
2024-01-05 13:30:00+01:00,205.0,15.776949
2024-01-05 14:00:00+01:00,197.34,15.378629
2024-01-05 14:30:00+01:00,197.34,15.378629
2024-01-05 15:00:00+01:00,195.6,15.288149
2024-01-05 15:30:00+01:00,195.6,15.288149
2024-01-05 16:00:00+01:00,200.0,15.516949
2024-01-05 16:30:00+01:00,200.0,15.516949
2024-01-05 17:00:00+01:00,206.07,15.832589
2024-01-05 17:30:00+01:00,206.07,15.832589
2024-01-05 18:00:00+01:00,242.1,17.706149
2024-01-05 18:30:00+01:00,242.1,17.706149
2024-01-05 19:00:00+01:00,265.0,18.896949
2024-01-05 19:30:00+01:00,265.0,18.896949
2024-01-05 20:00:00+01:00,265.0,18.896949
2024-01-05 20:30:00+01:00,265.0,18.896949
2024-01-05 21:00:00+01:00,241.93,17.697309
2024-01-05 21:30:00+01:00,241.93,17.697309
2024-01-05 22:00:00+01:00,218.95,16.502349000000002
2024-01-05 22:30:00+01:00,218.95,16.502349000000002
2024-01-05 23:00:00+01:00,207.46,15.904869
2024-01-05 23:30:00+01:00,207.46,15.904869
2024-01-06 00:00:00+01:00,200.0,15.516949
2024-01-06 00:30:00+01:00,200.0,15.516949
2024-01-06 01:00:00+01:00,207.15,15.888749
2024-01-06 01:30:00+01:00,207.15,15.888749
2024-01-06 02:00:00+01:00,204.22,15.736389
2024-01-06 02:30:00+01:00,204.22,15.736389
2024-01-06 03:00:00+01:00,191.82,15.091589
2024-01-06 03:30:00+01:00,191.82,15.091589
2024-01-06 04:00:00+01:00,180.7,14.513349
2024-01-06 04:30:00+01:00,180.7,14.513349
2024-01-06 05:00:00+01:00,170.1,13.962149
2024-01-06 05:30:00+01:00,170.1,13.962149
2024-01-06 06:00:00+01:00,194.38,15.224709
2024-01-06 06:30:00+01:00,194.38,15.224709
2024-01-06 07:00:00+01:00,204.22,15.736389
2024-01-06 07:30:00+01:00,204.22,15.736389
2024-01-06 08:00:00+01:00,228.25,16.985948999999998
2024-01-06 08:30:00+01:00,228.25,16.985948999999998
2024-01-06 09:00:00+01:00,240.98,17.647909
2024-01-06 09:30:00+01:00,240.98,17.647909
2024-01-06 10:00:00+01:00,257.44,18.503829
2024-01-06 10:30:00+01:00,257.44,18.503829
2024-01-06 11:00:00+01:00,245.24,17.869429
2024-01-06 11:30:00+01:00,245.24,17.869429
2024-01-06 12:00:00+01:00,231.9,17.175749
2024-01-06 12:30:00+01:00,231.9,17.175749
2024-01-06 13:00:00+01:00,226.0,16.868949
2024-01-06 13:30:00+01:00,226.0,16.868949
2024-01-06 14:00:00+01:00,209.2,15.995349
2024-01-06 14:30:00+01:00,209.2,15.995349
2024-01-06 15:00:00+01:00,216.06,16.352069
2024-01-06 15:30:00+01:00,216.06,16.352069
2024-01-06 16:00:00+01:00,230.77,17.116989
2024-01-06 16:30:00+01:00,230.77,17.116989
2024-01-06 17:00:00+01:00,245.95,17.906349
2024-01-06 17:30:00+01:00,245.95,17.906349
2024-01-06 18:00:00+01:00,274.11,19.370669
2024-01-06 18:30:00+01:00,274.11,19.370669
2024-01-06 19:00:00+01:00,273.44,19.335829
2024-01-06 19:30:00+01:00,273.44,19.335829
2024-01-06 20:00:00+01:00,278.36,19.591669
2024-01-06 20:30:00+01:00,278.36,19.591669
2024-01-06 21:00:00+01:00,251.71,18.205869
2024-01-06 21:30:00+01:00,251.71,18.205869
2024-01-06 22:00:00+01:00,229.96,17.074869
2024-01-06 22:30:00+01:00,229.96,17.074869
2024-01-06 23:00:00+01:00,216.44,16.371828999999998
2024-01-06 23:30:00+01:00,216.44,16.371828999999998
2024-01-07 00:00:00+01:00,210.0,16.036949
2024-01-07 00:30:00+01:00,210.0,16.036949
2024-01-07 01:00:00+01:00,213.47,16.217389
2024-01-07 01:30:00+01:00,213.47,16.217389
2024-01-07 02:00:00+01:00,189.0,14.944949
2024-01-07 02:30:00+01:00,189.0,14.944949
2024-01-07 03:00:00+01:00,180.0,14.476949
2024-01-07 03:30:00+01:00,180.0,14.476949
2024-01-07 04:00:00+01:00,164.9,13.691749
2024-01-07 04:30:00+01:00,164.9,13.691749
2024-01-07 05:00:00+01:00,162.8,13.582549
2024-01-07 05:30:00+01:00,162.8,13.582549
2024-01-07 06:00:00+01:00,165.0,13.696949
2024-01-07 06:30:00+01:00,165.0,13.696949
2024-01-07 07:00:00+01:00,165.2,13.707349
2024-01-07 07:30:00+01:00,165.2,13.707349
2024-01-07 08:00:00+01:00,215.89,16.343229
2024-01-07 08:30:00+01:00,215.89,16.343229
2024-01-07 09:00:00+01:00,254.19,18.334829
2024-01-07 09:30:00+01:00,254.19,18.334829
2024-01-07 10:00:00+01:00,257.24,18.493429
2024-01-07 10:30:00+01:00,257.24,18.493429
2024-01-07 11:00:00+01:00,254.18,18.334308999999998
2024-01-07 11:30:00+01:00,254.18,18.334308999999998
2024-01-07 12:00:00+01:00,241.22,17.660389
2024-01-07 12:30:00+01:00,241.22,17.660389
2024-01-07 13:00:00+01:00,240.2,17.607349
2024-01-07 13:30:00+01:00,240.2,17.607349
2024-01-07 14:00:00+01:00,212.69,16.176828999999998
2024-01-07 14:30:00+01:00,212.69,16.176828999999998
2024-01-07 15:00:00+01:00,207.05,15.883549
2024-01-07 15:30:00+01:00,207.05,15.883549
2024-01-07 16:00:00+01:00,210.11,16.042669
2024-01-07 16:30:00+01:00,210.11,16.042669
2024-01-07 17:00:00+01:00,220.21,16.567869
2024-01-07 17:30:00+01:00,220.21,16.567869
2024-01-07 18:00:00+01:00,243.84,17.796629
2024-01-07 18:30:00+01:00,243.84,17.796629
2024-01-07 19:00:00+01:00,260.0,18.636949
2024-01-07 19:30:00+01:00,260.0,18.636949
2024-01-07 20:00:00+01:00,250.0,18.116948999999998
2024-01-07 20:30:00+01:00,250.0,18.116948999999998
2024-01-07 21:00:00+01:00,239.09,17.549629
2024-01-07 21:30:00+01:00,239.09,17.549629
2024-01-07 22:00:00+01:00,213.81,16.235069
2024-01-07 22:30:00+01:00,213.81,16.235069
2024-01-07 23:00:00+01:00,216.13,16.355708999999997
2024-01-07 23:30:00+01:00,216.13,16.355708999999997
2024-01-08 00:00:00+01:00,205.74,15.815429
2024-01-08 00:30:00+01:00,205.74,15.815429
2024-01-08 01:00:00+01:00,184.96,14.734869
2024-01-08 01:30:00+01:00,184.96,14.734869
2024-01-08 02:00:00+01:00,162.79,13.582029
2024-01-08 02:30:00+01:00,162.79,13.582029
2024-01-08 03:00:00+01:00,166.0,13.748949
2024-01-08 03:30:00+01:00,166.0,13.748949
2024-01-08 04:00:00+01:00,161.63,13.521709
2024-01-08 04:30:00+01:00,161.63,13.521709
2024-01-08 05:00:00+01:00,160.0,13.436949
2024-01-08 05:30:00+01:00,160.0,13.436949
2024-01-08 06:00:00+01:00,154.3,13.140549
2024-01-08 06:30:00+01:00,154.3,13.140549
2024-01-08 07:00:00+01:00,166.0,13.748949
2024-01-08 07:30:00+01:00,166.0,13.748949
2024-01-08 08:00:00+01:00,182.91,14.628269
2024-01-08 08:30:00+01:00,182.91,14.628269
2024-01-08 09:00:00+01:00,215.89,16.343229
2024-01-08 09:30:00+01:00,215.89,16.343229
2024-01-08 10:00:00+01:00,231.0,17.128949
2024-01-08 10:30:00+01:00,231.0,17.128949
2024-01-08 11:00:00+01:00,228.95,17.022349
2024-01-08 11:30:00+01:00,228.95,17.022349
2024-01-08 12:00:00+01:00,215.39,16.317228999999998
2024-01-08 12:30:00+01:00,215.39,16.317228999999998
2024-01-08 13:00:00+01:00,206.68,15.864309
2024-01-08 13:30:00+01:00,206.68,15.864309
2024-01-08 14:00:00+01:00,185.0,14.736949
2024-01-08 14:30:00+01:00,185.0,14.736949
2024-01-08 15:00:00+01:00,169.52,13.931989
2024-01-08 15:30:00+01:00,169.52,13.931989
2024-01-08 16:00:00+01:00,162.8,13.582549
2024-01-08 16:30:00+01:00,162.8,13.582549
2024-01-08 17:00:00+01:00,161.73,13.526909
2024-01-08 17:30:00+01:00,161.73,13.526909
2024-01-08 18:00:00+01:00,189.9,14.991749
2024-01-08 18:30:00+01:00,189.9,14.991749
2024-01-08 19:00:00+01:00,189.16,14.953269
2024-01-08 19:30:00+01:00,189.16,14.953269
2024-01-08 20:00:00+01:00,185.53,14.764509
2024-01-08 20:30:00+01:00,185.53,14.764509
2024-01-08 21:00:00+01:00,159.47,13.409389
2024-01-08 21:30:00+01:00,159.47,13.409389
2024-01-08 22:00:00+01:00,126.09,11.673629
2024-01-08 22:30:00+01:00,126.09,11.673629
2024-01-08 23:00:00+01:00,123.73,11.550909
2024-01-08 23:30:00+01:00,123.73,11.550909
2024-01-09 00:00:00+01:00,147.94,12.809829
2024-01-09 00:30:00+01:00,147.94,12.809829
2024-01-09 01:00:00+01:00,109.18,10.794309
2024-01-09 01:30:00+01:00,109.18,10.794309
2024-01-09 02:00:00+01:00,89.61,9.776669
2024-01-09 02:30:00+01:00,89.61,9.776669
2024-01-09 03:00:00+01:00,80.24,9.289428999999998
2024-01-09 03:30:00+01:00,80.24,9.289428999999998
2024-01-09 04:00:00+01:00,55.46,8.000869
2024-01-09 04:30:00+01:00,55.46,8.000869
2024-01-09 05:00:00+01:00,45.82,7.499589
2024-01-09 05:30:00+01:00,45.82,7.499589
2024-01-09 06:00:00+01:00,48.5,7.638949
2024-01-09 06:30:00+01:00,48.5,7.638949
2024-01-09 07:00:00+01:00,74.29,8.980029
2024-01-09 07:30:00+01:00,74.29,8.980029
2024-01-09 08:00:00+01:00,89.78,9.785509000000001
2024-01-09 08:30:00+01:00,89.78,9.785509000000001
2024-01-09 09:00:00+01:00,104.79,10.566029
2024-01-09 09:30:00+01:00,104.79,10.566029
2024-01-09 10:00:00+01:00,147.36,12.779669
2024-01-09 10:30:00+01:00,147.36,12.779669
2024-01-09 11:00:00+01:00,149.48,12.889909
2024-01-09 11:30:00+01:00,149.48,12.889909
2024-01-09 12:00:00+01:00,157.71,13.317869
2024-01-09 12:30:00+01:00,157.71,13.317869
2024-01-09 13:00:00+01:00,167.63,13.833709
2024-01-09 13:30:00+01:00,167.63,13.833709
2024-01-09 14:00:00+01:00,165.06,13.700069
2024-01-09 14:30:00+01:00,165.06,13.700069
2024-01-09 15:00:00+01:00,170.09,13.961629
2024-01-09 15:30:00+01:00,170.09,13.961629
2024-01-09 16:00:00+01:00,189.04,14.947029
2024-01-09 16:30:00+01:00,189.04,14.947029
2024-01-09 17:00:00+01:00,190.96,15.046869
2024-01-09 17:30:00+01:00,190.96,15.046869
2024-01-09 18:00:00+01:00,223.3,16.728549
2024-01-09 18:30:00+01:00,223.3,16.728549
2024-01-09 19:00:00+01:00,243.94,17.801828999999998
2024-01-09 19:30:00+01:00,243.94,17.801828999999998
2024-01-09 20:00:00+01:00,240.0,17.596949
2024-01-09 20:30:00+01:00,240.0,17.596949
2024-01-09 21:00:00+01:00,230.82,17.119588999999998
2024-01-09 21:30:00+01:00,230.82,17.119588999999998
2024-01-09 22:00:00+01:00,214.02,16.245989
2024-01-09 22:30:00+01:00,214.02,16.245989
2024-01-09 23:00:00+01:00,215.88,16.342709
2024-01-09 23:30:00+01:00,215.88,16.342709
2024-01-10 00:00:00+01:00,203.8,15.714549
2024-01-10 00:30:00+01:00,203.8,15.714549
2024-01-10 01:00:00+01:00,196.23,15.320909
2024-01-10 01:30:00+01:00,196.23,15.320909
2024-01-10 02:00:00+01:00,191.85,15.093149
2024-01-10 02:30:00+01:00,191.85,15.093149
2024-01-10 03:00:00+01:00,195.91,15.304269
2024-01-10 03:30:00+01:00,195.91,15.304269
2024-01-10 04:00:00+01:00,186.66,14.823269
2024-01-10 04:30:00+01:00,186.66,14.823269
2024-01-10 05:00:00+01:00,178.04,14.375029
2024-01-10 05:30:00+01:00,178.04,14.375029
2024-01-10 06:00:00+01:00,191.65,15.082749
2024-01-10 06:30:00+01:00,191.65,15.082749
2024-01-10 07:00:00+01:00,237.44,17.463828999999997
2024-01-10 07:30:00+01:00,237.44,17.463828999999997
2024-01-10 08:00:00+01:00,299.95,20.714349
2024-01-10 08:30:00+01:00,299.95,20.714349
2024-01-10 09:00:00+01:00,313.92,21.440789
2024-01-10 09:30:00+01:00,313.92,21.440789
2024-01-10 10:00:00+01:00,315.0,21.496949
2024-01-10 10:30:00+01:00,315.0,21.496949
2024-01-10 11:00:00+01:00,310.41,21.258269
2024-01-10 11:30:00+01:00,310.41,21.258269
2024-01-10 12:00:00+01:00,310.08,21.241109
2024-01-10 12:30:00+01:00,310.08,21.241109
2024-01-10 13:00:00+01:00,300.0,20.716949
2024-01-10 13:30:00+01:00,300.0,20.716949
2024-01-10 14:00:00+01:00,297.01,20.561469
2024-01-10 14:30:00+01:00,297.01,20.561469
2024-01-10 15:00:00+01:00,299.96,20.714869
2024-01-10 15:30:00+01:00,299.96,20.714869
2024-01-10 16:00:00+01:00,302.73,20.858909
2024-01-10 16:30:00+01:00,302.73,20.858909
2024-01-10 17:00:00+01:00,297.97,20.611389000000003
2024-01-10 17:30:00+01:00,297.97,20.611389000000003
2024-01-10 18:00:00+01:00,313.79,21.434029
2024-01-10 18:30:00+01:00,313.79,21.434029
2024-01-10 19:00:00+01:00,310.82,21.279589
2024-01-10 19:30:00+01:00,310.82,21.279589
2024-01-10 20:00:00+01:00,294.98,20.455909
2024-01-10 20:30:00+01:00,294.98,20.455909
2024-01-10 21:00:00+01:00,267.45,19.024349
2024-01-10 21:30:00+01:00,267.45,19.024349
2024-01-10 22:00:00+01:00,242.23,17.712908999999996
2024-01-10 22:30:00+01:00,242.23,17.712908999999996
2024-01-10 23:00:00+01:00,217.03,16.402509000000002
2024-01-10 23:30:00+01:00,217.03,16.402509000000002
2024-01-11 00:00:00+01:00,198.93,15.461309
2024-01-11 00:30:00+01:00,198.93,15.461309
2024-01-11 01:00:00+01:00,210.34,16.054629
2024-01-11 01:30:00+01:00,210.34,16.054629
2024-01-11 02:00:00+01:00,202.42,15.642789
2024-01-11 02:30:00+01:00,202.42,15.642789
2024-01-11 03:00:00+01:00,197.6,15.392149
2024-01-11 03:30:00+01:00,197.6,15.392149
2024-01-11 04:00:00+01:00,193.0,15.152949
2024-01-11 04:30:00+01:00,193.0,15.152949
2024-01-11 05:00:00+01:00,194.9,15.251749
2024-01-11 05:30:00+01:00,194.9,15.251749
2024-01-11 06:00:00+01:00,204.45,15.748349
2024-01-11 06:30:00+01:00,204.45,15.748349
2024-01-11 07:00:00+01:00,230.92,17.124789
2024-01-11 07:30:00+01:00,230.92,17.124789
2024-01-11 08:00:00+01:00,286.61,20.020669
2024-01-11 08:30:00+01:00,286.61,20.020669
2024-01-11 09:00:00+01:00,300.02,20.717989
2024-01-11 09:30:00+01:00,300.02,20.717989
2024-01-11 10:00:00+01:00,297.16,20.569269
2024-01-11 10:30:00+01:00,297.16,20.569269
2024-01-11 11:00:00+01:00,277.02,19.521989
2024-01-11 11:30:00+01:00,277.02,19.521989
2024-01-11 12:00:00+01:00,261.69,18.724829
2024-01-11 12:30:00+01:00,261.69,18.724829
2024-01-11 13:00:00+01:00,249.44,18.087829
2024-01-11 13:30:00+01:00,249.44,18.087829
2024-01-11 14:00:00+01:00,247.7,17.997349
2024-01-11 14:30:00+01:00,247.7,17.997349
2024-01-11 15:00:00+01:00,255.01,18.377468999999998
2024-01-11 15:30:00+01:00,255.01,18.377468999999998
2024-01-11 16:00:00+01:00,277.9,19.567749
2024-01-11 16:30:00+01:00,277.9,19.567749
2024-01-11 17:00:00+01:00,289.94,20.193829
2024-01-11 17:30:00+01:00,289.94,20.193829
2024-01-11 18:00:00+01:00,316.4,21.569748999999995
2024-01-11 18:30:00+01:00,316.4,21.569748999999995
2024-01-11 19:00:00+01:00,315.9,21.543749
2024-01-11 19:30:00+01:00,315.9,21.543749
2024-01-11 20:00:00+01:00,309.2,21.195349
2024-01-11 20:30:00+01:00,309.2,21.195349
2024-01-11 21:00:00+01:00,285.33,19.954109
2024-01-11 21:30:00+01:00,285.33,19.954109
2024-01-11 22:00:00+01:00,245.0,17.856949
2024-01-11 22:30:00+01:00,245.0,17.856949
2024-01-11 23:00:00+01:00,235.22,17.348388999999997
2024-01-11 23:30:00+01:00,235.22,17.348388999999997
2024-01-12 00:00:00+01:00,211.84,16.132629
2024-01-12 00:30:00+01:00,211.84,16.132629
2024-01-12 01:00:00+01:00,196.65,15.342749
2024-01-12 01:30:00+01:00,196.65,15.342749
