dt,absorb_need_mw_region,absorb_need_mw,heat_demand_mw_th,h2_price_eur_per_kg,P_curt_use_mw,Unused_curt_mw,P_batt_ch_mw,P_batt_dis_mw,SOC_batt_mwh,P_p2h_mw,Q_th_dis_mw_th,Slack_unmet_th_mw_th,SOC_th_mwh_th,P_el_mw,y_el_on,y_el_start,y_el_stop,H2_prod_kg,H2_sale_kg,SOC_h2_kg,P_pb_deficit_mw,P_pb_surplus_mw
2024-01-01 00:00:00+01:00,1011.6684983556764,5.058342491778382,0.0,9.748069,5.058342491778382,0.0,0.05834249177838213,0.0,3.0277126835947317,0.0,0.0,0.0,0.0,5.0,1,1,0,50.0,0.0,50.0,0.0,0.0
2024-01-01 00:30:00+01:00,914.0374688844518,4.5701873444222585,0.0,9.748069,4.5701873444222585,0.0,0.0,0.0,3.0277126835947317,0.0,0.0,0.0,0.0,4.5701873444222585,1,0,0,45.701873444222585,0.0,95.70187344422258,0.0,0.0
2024-01-01 01:00:00+01:00,987.4504062995652,4.9372520314978265,0.0,9.748069,4.9372520314978265,0.0,0.0,0.0,3.0277126835947317,0.0,0.0,0.0,0.0,4.9372520314978265,1,0,0,49.37252031497827,0.0,145.07439375920086,0.0,0.0
2024-01-01 01:30:00+01:00,943.4715563314712,4.717357781657356,0.0,9.748069,4.717357781657356,0.0,0.0,0.0,3.0277126835947317,0.0,0.0,0.0,0.0,4.717357781657356,1,0,0,47.17357781657356,2.842170943040401e-14,192.2479715757744,0.0,0.0
2024-01-01 02:00:00+01:00,923.6282975619844,4.618141487809922,0.0,9.197909,4.618141487809922,0.0,0.0,0.0,3.0277126835947317,0.0,0.0,0.0,0.0,4.618141487809922,1,0,0,46.18141487809922,0.0,238.4293864538736,0.0,0.0
2024-01-01 02:30:00+01:00,969.7386507771072,4.848693253885536,0.0,9.197909,4.848693253885536,0.0,0.046815762899436564,0.0,3.049950170971964,0.0,0.0,0.0,0.0,4.801877490986099,1,0,0,48.018774909860994,0.0,286.4481613637346,0.0,0.0
2024-01-01 03:00:00+01:00,591.5270579259571,2.9576352896297857,0.0,9.545269,2.9576352896297857,0.0,0.0,0.3442422013563132,2.8687700649949575,0.0,0.0,0.0,0.0,3.301877490986099,1,0,0,33.018774909860994,0.0,319.4669362735956,0.0,0.0
2024-01-01 03:30:00+01:00,331.899147199368,1.6594957359968399,0.0,9.545269,1.6594957359968399,0.0,0.0,0.1423817549892592,2.793832299211137,0.0,0.0,0.0,0.0,1.801877490986099,1,0,0,18.01877490986099,0.0,337.4857111834566,0.0,0.0
2024-01-01 04:00:00+01:00,258.24154967826126,1.2912077483913063,0.0,7.716949,1.2912077483913063,0.0,0.0,0.0,2.793832299211137,0.0,0.0,0.0,0.0,1.2912077483913063,1,0,0,12.912077483913063,0.0,350.39778866736964,0.0,0.0
2024-01-01 04:30:00+01:00,313.94585135124254,1.5697292567562127,0.0,7.716949,1.5697292567562127,0.0,0.0,0.0,2.793832299211137,0.0,0.0,0.0,0.0,1.5697292567562127,1,0,0,15.697292567562126,0.0,366.0950812349318,0.0,0.0
2024-01-01 05:00:00+01:00,308.3647030053141,1.5418235150265704,0.0,7.075789,1.5418235150265704,0.0,0.0,0.0,2.793832299211137,0.0,0.0,0.0,0.0,1.5418235150265704,1,0,0,15.418235150265705,0.0,381.5133163851975,0.0,0.0
2024-01-01 05:30:00+01:00,315.4228940143732,1.577114470071866,0.0,7.075789,1.577114470071866,0.0,0.0,0.0,2.793832299211137,0.0,0.0,0.0,0.0,1.577114470071866,1,0,0,15.77114470071866,0.0,397.28446108591623,0.0,0.0
2024-01-01 06:00:00+01:00,305.156390246727,1.5257819512336352,0.0,7.181349,1.5257819512336352,0.0,0.0,0.0,2.793832299211137,0.0,0.0,0.0,0.0,1.5257819512336352,1,0,0,15.257819512336352,0.0,412.5422805982526,0.0,0.0
2024-01-01 06:30:00+01:00,259.3130902274914,1.296565451137457,0.0,7.181349,1.296565451137457,0.0,0.0,0.0,2.793832299211137,0.0,0.0,0.0,0.0,1.296565451137457,1,0,0,12.96565451137457,0.0,425.50793510962717,0.0,0.0
2024-01-01 07:00:00+01:00,237.020179946197,1.185100899730985,0.0,7.227629,1.185100899730985,0.0,0.0,0.0,2.793832299211137,0.0,0.0,0.0,0.0,1.185100899730985,1,0,0,11.851008997309851,0.0,437.35894410693703,0.0,0.0
2024-01-01 07:30:00+01:00,200.8309361524298,1.004154680762149,0.0,7.227629,1.004154680762149,0.0,0.0,0.0,2.793832299211137,0.0,0.0,0.0,0.0,1.004154680762149,1,0,0,10.04154680762149,0.0,447.40049091455853,0.0,0.0
2024-01-01 08:00:00+01:00,178.14701340363692,0.8907350670181846,0.0,7.366469,0.8907350670181846,0.0,0.0,0.6896531791635425,2.430856941756641,0.0,0.0,0.0,0.0,1.5803882461817271,1,0,0,15.80388246181727,0.0,463.2043733763758,0.0,0.0
2024-01-01 08:30:00+01:00,616.0776492363455,3.080388246181727,0.0,7.366469,3.080388246181727,0.0,0.0,0.0,2.430856941756641,0.0,0.0,0.0,0.0,3.080388246181727,1,0,0,30.80388246181727,0.0,494.0082558381931,0.0,0.0
2024-01-01 09:00:00+01:00,556.8153420944824,2.784076710472412,0.0,7.699268999999999,2.784076710472412,0.0,0.0,0.0,2.430856941756641,0.0,0.0,0.0,0.0,2.784076710472412,1,0,0,27.84076710472412,0.0,521.8490229429173,0.0,0.0
2024-01-01 09:30:00+01:00,613.6001276869611,3.0680006384348055,0.0,7.699268999999999,3.0680006384348055,0.0,0.0,0.0,2.430856941756641,0.0,0.0,0.0,0.0,3.0680006384348055,1,0,0,30.680006384348054,0.0,552.5290293272653,0.0,0.0
2024-01-01 10:00:00+01:00,576.2365292501161,2.8811826462505805,0.0,8.759549,2.8811826462505805,0.0,0.0,0.0,2.430856941756641,0.0,0.0,0.0,0.0,2.8811826462505805,1,0,0,28.811826462505806,0.0,581.3408557897711,0.0,0.0
2024-01-01 10:30:00+01:00,478.44458844253256,2.392222942212663,0.0,8.759549,2.392222942212663,0.0,0.0,0.0,2.430856941756641,0.0,0.0,0.0,0.0,2.392222942212663,1,0,0,23.922229422126627,0.0,605.2630852118978,0.0,0.0
2024-01-01 11:00:00+01:00,324.6579290778627,1.6232896453893135,0.0,9.110029,1.6232896453893135,0.0,0.0,0.0,2.430856941756641,0.0,0.0,0.0,0.0,1.6232896453893135,1,0,0,16.232896453893137,0.0,621.4959816657909,0.0,0.0
2024-01-01 11:30:00+01:00,351.59952002993384,1.7579976001496693,0.0,9.110029,1.7579976001496693,0.0,0.0,0.0,2.430856941756641,0.0,0.0,0.0,0.0,1.7579976001496693,1,0,0,17.579976001496693,0.0,639.0759576672875,0.0,0.0
2024-01-01 12:00:00+01:00,378.6421225361088,1.893210612680544,0.0,9.490149,1.893210612680544,0.0,0.0,0.0,2.430856941756641,0.0,0.0,0.0,0.0,1.893210612680544,1,0,0,18.93210612680544,0.0,658.008063794093,0.0,0.0
2024-01-01 12:30:00+01:00,276.2056607648495,1.3810283038242475,0.0,9.490149,1.3810283038242475,0.0,0.0,0.0,2.430856941756641,0.0,0.0,0.0,0.0,1.3810283038242475,1,0,0,13.810283038242474,0.0,671.8183468323355,0.0,0.0
2024-01-01 13:00:00+01:00,222.38355722664093,1.1119177861332046,0.0,10.043429,1.1119177861332046,0.0,0.0,0.0,2.430856941756641,0.0,0.0,0.0,0.0,1.1119177861332046,1,0,0,11.119177861332046,0.0,682.9375246936675,0.0,0.0
2024-01-01 13:30:00+01:00,243.7328379520624,1.218664189760312,0.0,10.043429,1.218664189760312,0.0,0.0,0.0,2.430856941756641,0.0,0.0,0.0,0.0,1.218664189760312,1,0,0,12.18664189760312,0.0,695.1241665912705,0.0,0.0
2024-01-01 14:00:00+01:00,189.4336853378153,0.9471684266890765,0.0,10.150549,0.9471684266890765,0.0,0.0,0.052831573310923474,2.4030508505403656,0.0,0.0,0.0,0.0,1.0,1,0,0,10.0,0.0,705.1241665912705,0.0,0.0
2024-01-01 14:30:00+01:00,105.57031577273762,0.527851578863688,0.0,10.150549,0.527851578863688,0.0,0.0,0.47214842113631195,2.154551681521254,0.0,0.0,0.0,0.0,1.0,1,0,0,10.0,0.0,715.1241665912705,0.0,0.0
2024-01-01 15:00:00+01:00,37.0464207703899,0.18523210385194952,0.0,10.169789,0.18523210385194952,0.0,0.0,0.8147678961480505,1.7257264730222803,0.0,0.0,0.0,0.0,1.0,1,0,0,10.0,0.0,725.1241665912705,0.0,0.0
2024-01-01 15:30:00+01:00,34.36028990988782,0.1718014495494391,0.0,10.169789,0.1718014495494391,0.0,0.0,0.8281985504505609,1.2898324991009325,0.0,0.0,0.0,0.0,1.0,1,0,0,10.0,0.0,735.1241665912705,0.0,0.0
2024-01-01 16:00:00+01:00,13.118676269931806,0.06559338134965903,0.0,10.239989,0.06559338134965903,0.0,0.0,0.934406618650341,0.7980395419165425,0.0,0.0,0.0,0.0,1.0,1,0,0,10.0,0.0,745.1241665912705,0.0,0.0
2024-01-01 16:30:00+01:00,28.574691959942783,0.14287345979971391,0.0,10.239989,0.14287345979971391,0.0,0.0,0.8571265402002861,0.3469203102321814,0.0,0.0,0.0,0.0,1.0,1,0,0,10.0,0.0,755.1241665912705,0.0,0.0
2024-01-01 17:00:00+01:00,182.1702821117711,0.9108514105588554,0.0,11.070949,0.9108514105588554,0.0,0.0,0.08914858944114457,0.3,0.0,0.0,0.0,0.0,1.0,1,0,0,10.0,0.0,765.1241665912705,0.0,0.0
